2024-09-17 14:59:51,168 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:198] - INFO: Logging to log_rdpo/2024_09_17_14_50_24/swapped_noise1.0_[1,1,1]_2022
2024-09-17 14:59:51,170 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: (IB) Seed: 2022
2024-09-17 14:59:51,171 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Data: 300
2024-09-17 14:59:51,345 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:296] - INFO: MLE reward loss: 0.3429, l2 distance: 29.8423, acc: 0.82.
2024-09-17 14:59:51,346 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-09-17 14:59:51,347 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: MLE reward parameter: [14.11166716  6.22125723 12.16457928  6.6426602 ]
2024-09-17 14:59:51,580 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:313] - INFO: Learned oracle reward: 3.5898, 3.8487, 3.1982
2024-09-17 14:59:51,854 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1297] - INFO: unique_group_ids: {0, 1, 2}
2024-09-17 14:59:52,496 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  0, train_loss:  0.0016, val_loss:  0.0005, grad_norm: 0.0340, live_grad: 0.0000, reward_err: 0.0561, 0.0380, 0.0266, KL_dist: 0.2609, 0.1621, 0.1673, param: [3.31794486 1.33450947 4.61657226 4.15232748], weights: [0.33360765 0.33292084 0.33347151], train_wt_loss:  0.4689, val_wt_loss: 0.4828, train_grp_loss: [0.56395343 0.35769462 0.52312833], val_grp_loss: [0.55626795 0.36101401 0.52425212], train_hist_grp_loss: [0.56397062 0.35788553 0.52315607], cur_train_grp_loss: [0.56397062 0.35788553 0.52315607], max_reward_err:  0.0561, max_reward_err_index: 0, max_kl_dist:  0.2609, max_kl_dist_index: 0, max_train_grp_loss:  0.5640, max_train_grp_loss_index: 0, max_val_grp_loss:  0.5563, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5640, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:04:41,947 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10300, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0261, live_grad: 0.0000, reward_err: 0.0316, 0.0374, 0.0087, KL_dist: 0.9933, 1.1190, 0.9128, param: [8.30476387 8.69158147 6.49045212 8.46559383], weights: [0.78753185 0.20124108 0.01122707], train_wt_loss:  0.5276, val_wt_loss: 0.4186, train_grp_loss: [0.40272797 0.50999159 0.36329844], val_grp_loss: [0.40034717 0.54002223 0.36408014], train_hist_grp_loss: [4673.09145802 4536.65143815 4248.03386283], cur_train_grp_loss: [0.40272566 0.51001476 0.36329805], max_reward_err:  0.0374, max_reward_err_index: 1, max_kl_dist:  1.1190, max_kl_dist_index: 1, max_train_grp_loss:  0.5100, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5400, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5100, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:04:44,740 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10400, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0259, live_grad: 0.0000, reward_err: 0.0322, 0.0370, 0.0090, KL_dist: 1.0000, 1.1201, 0.9181, param: [8.35466478 8.69007435 6.51833885 8.4597312 ], weights: [0.77057157 0.21886901 0.01055943], train_wt_loss:  0.5301, val_wt_loss: 0.4203, train_grp_loss: [0.40310189 0.50702559 0.36344096], val_grp_loss: [0.40075955 0.53662928 0.36394767], train_hist_grp_loss: [4713.38040122 4587.5144889  4284.3690405 ], cur_train_grp_loss: [0.40309675 0.50706161 0.3634385 ], max_reward_err:  0.0370, max_reward_err_index: 1, max_kl_dist:  1.1201, max_kl_dist_index: 1, max_train_grp_loss:  0.5070, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5366, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5071, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:04:47,506 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10500, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0257, live_grad: 0.0000, reward_err: 0.0324, 0.0370, 0.0091, KL_dist: 1.0070, 1.1195, 0.9232, param: [8.41035647 8.67837598 6.55215808 8.44429494], weights: [0.75324672 0.23683409 0.0099192 ], train_wt_loss:  0.5324, val_wt_loss: 0.4219, train_grp_loss: [0.40376062 0.50278177 0.36379163], val_grp_loss: [0.40145975 0.53179334 0.36395573], train_hist_grp_loss: [4753.72082123 4638.01752332 4320.7287509 ], cur_train_grp_loss: [0.40375262 0.50283044 0.36378709], max_reward_err:  0.0370, max_reward_err_index: 1, max_kl_dist:  1.1195, max_kl_dist_index: 1, max_train_grp_loss:  0.5028, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5318, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5028, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:04:50,271 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10600, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0255, live_grad: 0.0000, reward_err: 0.0330, 0.0370, 0.0094, KL_dist: 1.0143, 1.1174, 0.9283, param: [8.47166743 8.65657054 6.5917536  8.41947432], weights: [0.73597796 0.25471168 0.00931036], train_wt_loss:  0.5343, val_wt_loss: 0.4232, train_grp_loss: [0.40470231 0.49729932 0.36435096], val_grp_loss: [0.4024464  0.52556145 0.36410606], train_hist_grp_loss: [4794.1411654  4688.03437234 4357.13387286], cur_train_grp_loss: [0.40469151 0.49736005 0.36434434], max_reward_err:  0.0370, max_reward_err_index: 1, max_kl_dist:  1.1174, max_kl_dist_index: 1, max_train_grp_loss:  0.4973, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5256, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4974, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:04:53,068 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10700, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0252, live_grad: 0.0000, reward_err: 0.0334, 0.0367, 0.0096, KL_dist: 1.0220, 1.1139, 0.9333, param: [8.53824396 8.6250174  6.63679443 8.38572823], weights: [0.71922785 0.27203542 0.00873673], train_wt_loss:  0.5357, val_wt_loss: 0.4239, train_grp_loss: [0.4059178  0.4906572  0.36511447], val_grp_loss: [0.40371076 0.51802659 0.36439734], train_hist_grp_loss: [4834.66934011 4737.44474856 4393.60509407], cur_train_grp_loss: [0.40590434 0.49072901 0.36510585], max_reward_err:  0.0367, max_reward_err_index: 1, max_kl_dist:  1.1139, max_kl_dist_index: 1, max_train_grp_loss:  0.4907, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5180, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4907, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:04:55,885 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10800, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0249, live_grad: 0.0000, reward_err: 0.0344, 0.0367, 0.0102, KL_dist: 1.0301, 1.1090, 0.9383, param: [8.60955075 8.58436258 6.68677426 8.34378828], weights: [0.70347249 0.28832588 0.00820163], train_wt_loss:  0.5364, val_wt_loss: 0.4242, train_grp_loss: [0.40739013 0.48297333 0.36607221], val_grp_loss: [0.40523629 0.50932642 0.36482471], train_hist_grp_loss: [4875.33195135 4786.13820973 4430.16238712], cur_train_grp_loss: [0.40737421 0.48305485 0.36606172], max_reward_err:  0.0367, max_reward_err_index: 1, max_kl_dist:  1.1090, max_kl_dist_index: 1, max_train_grp_loss:  0.4830, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5093, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4831, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:04:58,736 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10900, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0245, live_grad: 0.0000, reward_err: 0.0354, 0.0367, 0.0106, KL_dist: 1.0385, 1.1029, 0.9434, param: [8.68488517 8.53553065 6.74102404 8.29464212], weights: [0.68917112 0.30312134 0.00770754], train_wt_loss:  0.5364, val_wt_loss: 0.4239, train_grp_loss: [0.4090946  0.4744006  0.36720859], val_grp_loss: [0.40699854 0.49963836 0.3653795 ], train_hist_grp_loss: [4916.1535236  4834.01788155 4466.82445019], cur_train_grp_loss: [0.4090765  0.47449015 0.3671964 ], max_reward_err:  0.0367, max_reward_err_index: 1, max_kl_dist:  1.1029, max_kl_dist_index: 1, max_train_grp_loss:  0.4744, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4996, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4745, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:05:01,556 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11000, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0241, live_grad: 0.0000, reward_err: 0.0360, 0.0363, 0.0111, KL_dist: 1.0472, 1.0960, 0.9485, param: [8.76340419 8.47969701 6.79873645 8.23949842], weights: [0.67673769 0.31600646 0.00725585], train_wt_loss:  0.5358, val_wt_loss: 0.4231, train_grp_loss: [0.41099929 0.46512009 0.36850249], val_grp_loss: [0.40896573 0.48917145 0.36604918], train_hist_grp_loss: [4957.1557476  4881.00364049 4503.60814587], cur_train_grp_loss: [0.41097938 0.46521575 0.36848885], max_reward_err:  0.0363, max_reward_err_index: 1, max_kl_dist:  1.0960, max_kl_dist_index: 1, max_train_grp_loss:  0.4651, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4892, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4652, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:05:04,347 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11100, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0237, live_grad: 0.0000, reward_err: 0.0366, 0.0358, 0.0113, KL_dist: 1.0563, 1.0884, 0.9537, param: [8.8441606  8.41824379 6.85899961 8.17973749], weights: [0.66651795 0.32663527 0.00684678], train_wt_loss:  0.5344, val_wt_loss: 0.4217, train_grp_loss: [0.41306612 0.45533244 0.36992781], val_grp_loss: [0.41109964 0.47815595 0.36681753], train_hist_grp_loss: [4998.35680674 4927.03451756 4540.52797322], cur_train_grp_loss: [0.41304479 0.45543214 0.369913  ], max_reward_err:  0.0366, max_reward_err_index: 0, max_kl_dist:  1.0884, max_kl_dist_index: 1, max_train_grp_loss:  0.4553, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4782, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4554, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:05:07,189 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11200, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0233, live_grad: 0.0000, reward_err: 0.0370, 0.0358, 0.0115, KL_dist: 1.0655, 1.0804, 0.9590, param: [8.92614455 8.35270394 6.9208362  8.11685309], weights: [0.65877395 0.33474665 0.0064794 ], train_wt_loss:  0.5326, val_wt_loss: 0.4200, train_grp_loss: [0.41525217 0.44524815 0.37145426], val_grp_loss: [0.41335703 0.4668319  0.36766507], train_hist_grp_loss: [5039.77082356 4972.07017658 4577.59560585], cur_train_grp_loss: [0.41522987 0.44534977 0.3714386 ], max_reward_err:  0.0370, max_reward_err_index: 0, max_kl_dist:  1.0804, max_kl_dist_index: 1, max_train_grp_loss:  0.4452, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4668, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4453, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:05:09,964 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11300, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0228, live_grad: 0.0000, reward_err: 0.0376, 0.0358, 0.0119, KL_dist: 1.0750, 1.0723, 0.9644, param: [9.00832607 8.28469926 6.9832439  8.05239128], weights: [0.65367615 0.34017212 0.00615173], train_wt_loss:  0.5304, val_wt_loss: 0.4180, train_grp_loss: [0.41751132 0.43507803 0.37304841], val_grp_loss: [0.41569116 0.45543794 0.36856971], train_hist_grp_loss: [5081.40745661 5016.09142381 4614.8195235 ], cur_train_grp_loss: [0.41748852 0.43517948 0.37303225], max_reward_err:  0.0376, max_reward_err_index: 0, max_kl_dist:  1.0750, max_kl_dist_index: 0, max_train_grp_loss:  0.4351, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4554, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4352, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:05:12,757 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11400, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0224, live_grad: 0.0000, reward_err: 0.0380, 0.0344, 0.0122, KL_dist: 1.0845, 1.0643, 0.9699, param: [9.08969498 8.21587743 7.0452339  7.9878914 ], weights: [0.65130213 0.34283696 0.00586091], train_wt_loss:  0.5280, val_wt_loss: 0.4160, train_grp_loss: [0.41979595 0.42502458 0.3746749 ], val_grp_loss: [0.4180536  0.44420129 0.36950748], train_hist_grp_loss: [5123.27166441 5059.09980141 4652.20475666], cur_train_grp_loss: [0.41977314 0.4251239  0.3746586 ], max_reward_err:  0.0380, max_reward_err_index: 0, max_kl_dist:  1.0845, max_kl_dist_index: 0, max_train_grp_loss:  0.4250, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4442, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4251, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:05:15,531 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11500, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0219, live_grad: 0.0000, reward_err: 0.0383, 0.0342, 0.0124, KL_dist: 1.0940, 1.0566, 0.9755, param: [9.16929572 8.1478527  7.10586495 7.92483299], weights: [0.65164015 0.34275639 0.00560346], train_wt_loss:  0.5256, val_wt_loss: 0.4139, train_grp_loss: [0.42205868 0.41527484 0.37629771], val_grp_loss: [0.4203959  0.43332975 0.37045347], train_hist_grp_loss: [5165.36364126 5101.11638863 4689.75275609], cur_train_grp_loss: [0.42203632 0.41537027 0.37628162], max_reward_err:  0.0383, max_reward_err_index: 0, max_kl_dist:  1.0940, max_kl_dist_index: 0, max_train_grp_loss:  0.4221, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4333, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4220, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:18,294 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11600, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0215, live_grad: 0.0000, reward_err: 0.0387, 0.0338, 0.0127, KL_dist: 1.1034, 1.0494, 0.9811, param: [9.24625551 8.08215298 7.16427151 7.86459083], weights: [0.65459616 0.34002838 0.00537545], train_wt_loss:  0.5234, val_wt_loss: 0.4120, train_grp_loss: [0.42425392 0.40599509 0.37788142], val_grp_loss: [0.42267128 0.42300586 0.37138273], train_hist_grp_loss: [5207.67891863 5142.17997799 4727.46139032], cur_train_grp_loss: [0.42423244 0.40608507 0.37786589], max_reward_err:  0.0387, max_reward_err_index: 0, max_kl_dist:  1.1034, max_kl_dist_index: 0, max_train_grp_loss:  0.4243, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4230, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4242, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:21,059 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11700, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0211, live_grad: 0.0000, reward_err: 0.0389, 0.0333, 0.0129, KL_dist: 1.1125, 1.0429, 0.9867, param: [9.31980561 8.02017555 7.21968545 7.80839925], weights: [0.66000287 0.33482436 0.00517277], train_wt_loss:  0.5215, val_wt_loss: 0.4104, train_grp_loss: [0.4263393  0.39732732 0.37939246], val_grp_loss: [0.42483609 0.41338336 0.37227117], train_hist_grp_loss: [5250.20861799 5182.34480947 4765.32506755], cur_train_grp_loss: [0.42631912 0.39741057 0.37937781], max_reward_err:  0.0389, max_reward_err_index: 0, max_kl_dist:  1.1125, max_kl_dist_index: 0, max_train_grp_loss:  0.4263, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4248, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4263, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:23,853 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11800, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0207, live_grad: 0.0000, reward_err: 0.0389, 0.0329, 0.0129, KL_dist: 1.1214, 1.0372, 0.9923, param: [9.38929576 7.96315222 7.27145145 7.75732589], weights: [0.66763035 0.32737841 0.00499125], train_wt_loss:  0.5199, val_wt_loss: 0.4091, train_grp_loss: [0.42827689 0.38938746 0.38080011], val_grp_loss: [0.42685107 0.40458566 0.37309643], train_hist_grp_loss: [5292.9398349  5221.67804054 4803.33497178], cur_train_grp_loss: [0.42825836 0.38946294 0.38078663], max_reward_err:  0.0389, max_reward_err_index: 0, max_kl_dist:  1.1214, max_kl_dist_index: 0, max_train_grp_loss:  0.4283, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4269, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4283, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:26,605 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11900, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0204, live_grad: 0.0000, reward_err: 0.0398, 0.0325, 0.0134, KL_dist: 1.1299, 1.0324, 0.9977, param: [9.45420235 7.91212433 7.31903631 7.71225447], weights: [0.67719794 0.3179752  0.00482686], train_wt_loss:  0.5188, val_wt_loss: 0.4083, train_grp_loss: [0.43003412 0.38226501 0.38207745], val_grp_loss: [0.42868238 0.39670603 0.3738386 ], train_hist_grp_loss: [5335.85612991 5260.25711032 4841.47939758], cur_train_grp_loss: [0.43001753 0.38233196 0.3820654 ], max_reward_err:  0.0398, max_reward_err_index: 0, max_kl_dist:  1.1299, max_kl_dist_index: 0, max_train_grp_loss:  0.4300, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4287, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4300, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:29,360 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12000, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0201, live_grad: 0.0000, reward_err: 0.0411, 0.0319, 0.0143, KL_dist: 1.1380, 1.0286, 1.0031, param: [9.5141311  7.86792756 7.36203288 7.67387605], weights: [0.68838732 0.30693683 0.00467586], train_wt_loss:  0.5181, val_wt_loss: 0.4078, train_grp_loss: [0.43158441 0.37602387 0.38320205], val_grp_loss: [0.43030231 0.3898091  0.37448078], train_hist_grp_loss: [5378.93809921 5298.16713002 4879.74416417], cur_train_grp_loss: [0.43157    0.37608177 0.38319162], max_reward_err:  0.0411, max_reward_err_index: 0, max_kl_dist:  1.1380, max_kl_dist_index: 0, max_train_grp_loss:  0.4316, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4303, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4316, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:32,174 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12100, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0198, live_grad: 0.0000, reward_err: 0.0413, 0.0306, 0.0144, KL_dist: 1.1455, 1.0258, 1.0082, param: [9.5688149  7.83118603 7.40015916 7.64268811], weights: [0.70085663 0.29460851 0.00453486], train_wt_loss:  0.5179, val_wt_loss: 0.4078, train_grp_loss: [0.43290757 0.37070409 0.38415635], val_grp_loss: [0.43168966 0.38393328 0.37500948], train_hist_grp_loss: [5422.16399621 5335.49840282 4918.11308588], cur_train_grp_loss: [0.43289552 0.37075265 0.3841477 ], max_reward_err:  0.0413, max_reward_err_index: 0, max_kl_dist:  1.1455, max_kl_dist_index: 0, max_train_grp_loss:  0.4329, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4317, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4329, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:34,979 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12200, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0196, live_grad: 0.0000, reward_err: 0.0417, 0.0306, 0.0146, KL_dist: 1.1525, 1.0241, 1.0131, param: [9.6181076  7.80231508 7.43325308 7.61900047], weights: [0.7142551  0.28134394 0.00440095], train_wt_loss:  0.5181, val_wt_loss: 0.4080, train_grp_loss: [0.43398988 0.36632415 0.38492792], val_grp_loss: [0.4328299  0.37909374 0.37541488], train_hist_grp_loss: [5465.51037516 5372.34414826 4956.56847461], cur_train_grp_loss: [0.43398028 0.36636329 0.38492113], max_reward_err:  0.0417, max_reward_err_index: 0, max_kl_dist:  1.1525, max_kl_dist_index: 0, max_train_grp_loss:  0.4340, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4328, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4340, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:37,753 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12300, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0194, live_grad: 0.0000, reward_err: 0.0417, 0.0302, 0.0146, KL_dist: 1.1588, 1.0234, 1.0178, param: [9.66197438 7.78153169 7.46126382 7.60294729], weights: [0.72823757 0.26749071 0.00427172], train_wt_loss:  0.5186, val_wt_loss: 0.4086, train_grp_loss: [0.43482384 0.36288376 0.38550936], val_grp_loss: [0.43371497 0.37528574 0.37569076], train_hist_grp_loss: [5508.9527288  5408.79848095 4995.09164994], cur_train_grp_loss: [0.43481674 0.36291355 0.3855045 ], max_reward_err:  0.0417, max_reward_err_index: 0, max_kl_dist:  1.1588, max_kl_dist_index: 0, max_train_grp_loss:  0.4348, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4337, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4348, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:40,521 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12400, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0192, live_grad: 0.0000, reward_err: 0.0417, 0.0300, 0.0146, KL_dist: 1.1646, 1.0237, 1.0223, param: [9.70047963 7.7688712  7.48424021 7.59450382], weights: [0.74247771 0.25337703 0.00414526], train_wt_loss:  0.5194, val_wt_loss: 0.4093, train_grp_loss: [0.43540781 0.36036665 0.3858981 ], val_grp_loss: [0.43434286 0.372488   0.37583447], train_hist_grp_loss: [5552.4660948  5444.95467088 5033.66343353], cur_train_grp_loss: [0.4354032  0.36038734 0.38589517], max_reward_err:  0.0417, max_reward_err_index: 0, max_kl_dist:  1.1646, max_kl_dist_index: 0, max_train_grp_loss:  0.4354, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4343, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4354, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:05:43,304 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12500, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0191, live_grad: 0.0000, reward_err: 0.0417, 0.0300, 0.0146, KL_dist: 1.1698, 1.0250, 1.0265, param: [9.73377298 7.76420882 7.50231727 7.59350672], weights: [0.75667926 0.23930055 0.00402019], train_wt_loss:  0.5203, val_wt_loss: 0.4102, train_grp_loss: [0.43574535 0.35874355 0.3860959 ], val_grp_loss: [0.43471702 0.37066594 0.37584652], train_hist_grp_loss: [5596.0256098  5480.90369428 5072.264608  ], cur_train_grp_loss: [0.43574317 0.35875548 0.38609485], max_reward_err:  0.0417, max_reward_err_index: 0, max_kl_dist:  1.1698, max_kl_dist_index: 0, max_train_grp_loss:  0.4357, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4347, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4357, max_cur_train_grp_loss_index: 0, 
