2024-10-07 17:28:16,325 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.2,0.1,0.1,2022
2024-10-07 17:28:16,327 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 17:28:16,328 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:28:16,415 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 17:28:16,416 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:28:16,417 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 17:28:16,625 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 17:28:16,849 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:28:18,047 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2626, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6510, 0.3482, 0.6813, param: [4.14843583 9.52724086 4.95510366 8.8621961 ], weights: [0.33003072 0.33042461 0.33954466], train_wt_loss:  40.3003, val_wt_loss: 36.7878, train_grp_loss: [11.73152113 15.90071696 11.15160157], val_grp_loss: [10.61699614 14.91775387 11.26897761], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6813, max_kl_dist_index: 2, max_train_grp_loss:  15.9007, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9178, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:03,357 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  45, train_loss:  13.4339, val_loss:  12.2643, grad_norm: 0.0049, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6540, 0.3488, 0.6838, param: [4.13283473 9.449281   5.00688989 8.95987075], weights: [0.24439716 0.27795237 0.47765047], train_wt_loss:  40.3017, val_wt_loss: 36.7929, train_grp_loss: [11.75447098 15.87931675 11.1529288 ], val_grp_loss: [10.62766428 14.89927935 11.28177547], train_hist_grp_loss: [ 4.4372667   5.72381834 11.13811284], cur_train_grp_loss: [0.09479983 0.12308846 0.2373068 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6838, max_kl_dist_index: 2, max_train_grp_loss:  15.8793, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8993, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:04,360 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  46, train_loss:  13.4339, val_loss:  12.2646, grad_norm: 0.0050, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6541, 0.3489, 0.6840, param: [4.13192106 9.44871512 5.0075668  8.96335564], weights: [0.24254337 0.27662585 0.48083078], train_wt_loss:  40.3018, val_wt_loss: 36.7937, train_grp_loss: [11.75370708 15.88028533 11.15241452], val_grp_loss: [10.62678927 14.90103823 11.28163809], train_hist_grp_loss: [ 4.53206082  5.84691382 11.3754092 ], cur_train_grp_loss: [0.09479412 0.12309548 0.23729636], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6840, max_kl_dist_index: 2, max_train_grp_loss:  15.8803, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9010, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:05,354 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  47, train_loss:  13.4340, val_loss:  12.2648, grad_norm: 0.0050, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6543, 0.3490, 0.6842, param: [4.1309823  9.4481984  5.00822107 8.96689724], weights: [0.24069361 0.27529455 0.48401184], train_wt_loss:  40.3019, val_wt_loss: 36.7944, train_grp_loss: [11.75288756 15.88131749 11.15187689], val_grp_loss: [10.62586617 14.90289262 11.28148262], train_hist_grp_loss: [ 4.62684878  5.97001681 11.61269461], cur_train_grp_loss: [0.09478796 0.12310299 0.23728542], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6842, max_kl_dist_index: 2, max_train_grp_loss:  15.8813, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9029, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:06,343 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  48, train_loss:  13.4340, val_loss:  12.2651, grad_norm: 0.0051, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6545, 0.3491, 0.6845, param: [4.13001847 9.44773066 5.00885257 8.9704954 ], weights: [0.23884799 0.27395862 0.48719339], train_wt_loss:  40.3019, val_wt_loss: 36.7952, train_grp_loss: [11.7520125  15.88241323 11.15131599], val_grp_loss: [10.6248951  14.90484249 11.28130912], train_hist_grp_loss: [ 4.72163013  6.0931278  11.84996859], cur_train_grp_loss: [0.09478135 0.12311099 0.23727398], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6845, max_kl_dist_index: 2, max_train_grp_loss:  15.8824, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9048, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:07,351 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  49, train_loss:  13.4340, val_loss:  12.2654, grad_norm: 0.0052, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6547, 0.3492, 0.6847, param: [4.12902953 9.4473117  5.00946118 8.97414995], weights: [0.23700662 0.27261823 0.49037515], train_wt_loss:  40.3020, val_wt_loss: 36.7961, train_grp_loss: [11.751082   15.88357253 11.15073192], val_grp_loss: [10.62387619 14.90688781 11.28111768], train_hist_grp_loss: [ 4.81640442  6.21624728 12.08723063], cur_train_grp_loss: [0.09477429 0.12311948 0.23726204], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6847, max_kl_dist_index: 2, max_train_grp_loss:  15.8836, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9069, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:08,356 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  50, train_loss:  13.4340, val_loss:  12.2656, grad_norm: 0.0053, live_grad: 0.0000, reward_err: 0.0035, 0.0310, 0.0013, KL_dist: 0.6548, 0.3494, 0.6849, param: [4.1280155  9.44694133 5.01004676 8.97786072], weights: [0.23516964 0.27127351 0.49355684], train_wt_loss:  40.3021, val_wt_loss: 36.7969, train_grp_loss: [11.75009618 15.88479538 11.15012476], val_grp_loss: [10.62280956 14.90902853 11.28090836], train_hist_grp_loss: [ 4.91117121  6.33937575 12.32448025], cur_train_grp_loss: [0.09476679 0.12312847 0.23724962], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6849, max_kl_dist_index: 2, max_train_grp_loss:  15.8848, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9090, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2372, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:09,348 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  13.4340, val_loss:  12.2659, grad_norm: 0.0054, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6550, 0.3495, 0.6852, param: [4.12697635 9.44661932 5.01060919 8.9816275 ], weights: [0.23333716 0.26992464 0.4967382 ], train_wt_loss:  40.3021, val_wt_loss: 36.7978, train_grp_loss: [11.74905517 15.88608174 11.14949462], val_grp_loss: [10.62169537 14.91126458 11.28068126], train_hist_grp_loss: [ 5.00593005  6.4625137  12.56171694], cur_train_grp_loss: [0.09475884 0.12313795 0.2372367 ], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6852, max_kl_dist_index: 2, max_train_grp_loss:  15.8861, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9113, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2372, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:10,334 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  13.4341, val_loss:  12.2662, grad_norm: 0.0055, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6552, 0.3496, 0.6854, param: [4.12591209 9.44634546 5.01114834 8.98545009], weights: [0.23150929 0.26857176 0.49991895], train_wt_loss:  40.3022, val_wt_loss: 36.7987, train_grp_loss: [11.74795907 15.88743159 11.14884161], val_grp_loss: [10.62053377 14.91359591 11.28043647], train_hist_grp_loss: [ 5.1006805   6.58566162 12.79894023], cur_train_grp_loss: [0.09475044 0.12314792 0.23722329], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6854, max_kl_dist_index: 2, max_train_grp_loss:  15.8874, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9136, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2372, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:11,327 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  13.4341, val_loss:  12.2666, grad_norm: 0.0056, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6554, 0.3497, 0.6857, param: [4.12482272 9.44611953 5.01166408 8.98932828], weights: [0.22968616 0.26721502 0.50309882], train_wt_loss:  40.3023, val_wt_loss: 36.7997, train_grp_loss: [11.74680805 15.8888449  11.14816583], val_grp_loss: [10.61932491 14.91602243 11.28017408], train_hist_grp_loss: [ 5.1954221   6.70882    13.03614963], cur_train_grp_loss: [0.09474161 0.12315838 0.2372094 ], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6857, max_kl_dist_index: 2, max_train_grp_loss:  15.8888, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9160, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2372, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:12,324 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  13.4341, val_loss:  12.2669, grad_norm: 0.0057, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6556, 0.3499, 0.6859, param: [4.12370823 9.44594129 5.01215628 8.99326184], weights: [0.22786788 0.26585458 0.50627754], train_wt_loss:  40.3024, val_wt_loss: 36.8006, train_grp_loss: [11.74560224 15.89032162 11.14746739], val_grp_loss: [10.61806897 14.91854406 11.2798942 ], train_hist_grp_loss: [ 5.29015443  6.83198934 13.27334465], cur_train_grp_loss: [0.09473232 0.12316934 0.23719502], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6859, max_kl_dist_index: 2, max_train_grp_loss:  15.8903, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9185, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2372, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:13,316 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  13.4342, val_loss:  12.2672, grad_norm: 0.0058, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6558, 0.3500, 0.6862, param: [4.12256861 9.44581049 5.01262483 8.99725053], weights: [0.22605457 0.2644906  0.50945483], train_wt_loss:  40.3025, val_wt_loss: 36.8016, train_grp_loss: [11.74434181 15.89186169 11.14674643], val_grp_loss: [10.61676612 14.92116069 11.27959692], train_hist_grp_loss: [ 5.38487703  6.95517013 13.5105248 ], cur_train_grp_loss: [0.0947226  0.12318079 0.23718016], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6862, max_kl_dist_index: 2, max_train_grp_loss:  15.8919, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9212, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2372, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:14,302 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  13.4342, val_loss:  12.2676, grad_norm: 0.0059, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6560, 0.3502, 0.6864, param: [4.12140389 9.4457269  5.01306959 9.00129409], weights: [0.22424634 0.26312324 0.51263043], train_wt_loss:  40.3025, val_wt_loss: 36.8027, train_grp_loss: [11.74302692 15.89346508 11.14600306], val_grp_loss: [10.61541656 14.92387222 11.27928236], train_hist_grp_loss: [ 5.47958946  7.07836286 13.74768962], cur_train_grp_loss: [0.09471243 0.12319273 0.23716482], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6864, max_kl_dist_index: 2, max_train_grp_loss:  15.8935, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9239, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2372, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:15,277 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  13.4342, val_loss:  12.2679, grad_norm: 0.0060, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6563, 0.3503, 0.6867, param: [4.12021405 9.44569025 5.01349045 9.00539228], weights: [0.2224433  0.26175263 0.51580407], train_wt_loss:  40.3026, val_wt_loss: 36.8037, train_grp_loss: [11.74165775 15.89513172 11.14523742], val_grp_loss: [10.61402047 14.92667853 11.27895064], train_hist_grp_loss: [ 5.57429129  7.20156801 13.98483862], cur_train_grp_loss: [0.09470183 0.12320516 0.237149  ], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6867, max_kl_dist_index: 2, max_train_grp_loss:  15.8951, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9267, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2371, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:16,274 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  13.4342, val_loss:  12.2683, grad_norm: 0.0061, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6565, 0.3505, 0.6870, param: [4.11899911 9.44570029 5.01388728 9.0095448 ], weights: [0.22064558 0.26037896 0.51897547], train_wt_loss:  40.3027, val_wt_loss: 36.8048, train_grp_loss: [11.74023448 15.89686153 11.14444964], val_grp_loss: [10.61257806 14.92957948 11.27860186], train_hist_grp_loss: [ 5.66898208  7.32478609 14.22197133], cur_train_grp_loss: [0.09469079 0.12321808 0.23713271], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6870, max_kl_dist_index: 2, max_train_grp_loss:  15.8969, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9296, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2371, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:17,310 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  13.4343, val_loss:  12.2686, grad_norm: 0.0063, live_grad: 0.0000, reward_err: 0.0035, 0.0314, 0.0013, KL_dist: 0.6567, 0.3506, 0.6873, param: [4.11775907 9.44575674 5.01425997 9.01375138], weights: [0.21885328 0.25900235 0.52214437], train_wt_loss:  40.3028, val_wt_loss: 36.8059, train_grp_loss: [11.73875732 15.89865446 11.14363988], val_grp_loss: [10.61108954 14.93257494 11.27823616], train_hist_grp_loss: [ 5.76366139  7.44801757 14.45908728], cur_train_grp_loss: [0.09467931 0.12323148 0.23711595], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6873, max_kl_dist_index: 2, max_train_grp_loss:  15.8987, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9326, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2371, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:18,296 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  13.4343, val_loss:  12.2690, grad_norm: 0.0064, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6569, 0.3508, 0.6876, param: [4.11649395 9.44585933 5.01460838 9.01801172], weights: [0.21706651 0.25762299 0.5253105 ], train_wt_loss:  40.3029, val_wt_loss: 36.8071, train_grp_loss: [11.73722646 15.90051042 11.14280826], val_grp_loss: [10.60955514 14.93566475 11.27785366], train_hist_grp_loss: [ 5.85832879  7.57126295 14.696186  ], cur_train_grp_loss: [0.0946674  0.12324538 0.23709872], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6876, max_kl_dist_index: 2, max_train_grp_loss:  15.9005, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9357, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2371, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:19,273 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  13.4343, val_loss:  12.2694, grad_norm: 0.0065, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6571, 0.3510, 0.6879, param: [4.11520375 9.44600778 5.01493242 9.02232551], weights: [0.21528539 0.25624101 0.5284736 ], train_wt_loss:  40.3030, val_wt_loss: 36.8083, train_grp_loss: [11.73564213 15.90242933 11.14195495], val_grp_loss: [10.60797509 14.93884876 11.27745449], train_hist_grp_loss: [ 5.95298384  7.69452273 14.93326703], cur_train_grp_loss: [0.09465505 0.12325977 0.23708103], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6879, max_kl_dist_index: 2, max_train_grp_loss:  15.9024, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9388, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2371, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:20,263 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  13.4344, val_loss:  12.2698, grad_norm: 0.0066, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6574, 0.3511, 0.6882, param: [4.11388849 9.44620179 5.01523195 9.02669242], weights: [0.21351002 0.25485657 0.53163341], train_wt_loss:  40.3032, val_wt_loss: 36.8095, train_grp_loss: [11.73400454 15.9044111  11.1410801 ], val_grp_loss: [10.60634961 14.94212678 11.27703879], train_hist_grp_loss: [ 6.04762611  7.81779737 15.1703299 ], cur_train_grp_loss: [0.09464228 0.12327465 0.23706287], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6882, max_kl_dist_index: 2, max_train_grp_loss:  15.9044, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9421, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2371, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:21,252 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  13.4344, val_loss:  12.2703, grad_norm: 0.0068, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6576, 0.3513, 0.6885, param: [4.11254818 9.44644108 5.01550686 9.03111213], weights: [0.21174052 0.25346983 0.53478964], train_wt_loss:  40.3033, val_wt_loss: 36.8108, train_grp_loss: [11.73231393 15.90645563 11.14018388], val_grp_loss: [10.60467896 14.94549865 11.2766067 ], train_hist_grp_loss: [ 6.14225518  7.94108738 15.40737416], cur_train_grp_loss: [0.09462907 0.12329001 0.23704426], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6885, max_kl_dist_index: 2, max_train_grp_loss:  15.9065, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9455, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2370, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:22,224 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  13.4345, val_loss:  12.2707, grad_norm: 0.0069, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6579, 0.3515, 0.6888, param: [4.11118284 9.44672533 5.01575705 9.03558428], weights: [0.209977   0.25208094 0.53794206], train_wt_loss:  40.3034, val_wt_loss: 36.8120, train_grp_loss: [11.73057054 15.90856282 11.13926645], val_grp_loss: [10.6029634  14.94896415 11.27615837], train_hist_grp_loss: [ 6.23687062  8.06439324 15.64439935], cur_train_grp_loss: [0.09461543 0.12330586 0.23702519], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6888, max_kl_dist_index: 2, max_train_grp_loss:  15.9086, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9490, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2370, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:23,223 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  13.4345, val_loss:  12.2711, grad_norm: 0.0071, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6581, 0.3517, 0.6891, param: [4.10979249 9.44705424 5.0159824  9.04010854], weights: [0.20821955 0.25069007 0.54109039], train_wt_loss:  40.3035, val_wt_loss: 36.8134, train_grp_loss: [11.72877462 15.91073256 11.13832799], val_grp_loss: [10.60120318 14.9525231  11.27569393], train_hist_grp_loss: [ 6.33147199  8.18771543 15.88140502], cur_train_grp_loss: [0.09460138 0.12332219 0.23700567], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6891, max_kl_dist_index: 2, max_train_grp_loss:  15.9107, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9525, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2370, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:24,223 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  13.4346, val_loss:  12.2716, grad_norm: 0.0072, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6583, 0.3518, 0.6895, param: [4.10837716 9.44742749 5.0161828  9.04468451], weights: [0.20646828 0.24929735 0.54423437], train_wt_loss:  40.3037, val_wt_loss: 36.8147, train_grp_loss: [11.72692643 15.91296474 11.13736867], val_grp_loss: [10.59939857 14.95617526 11.27521356], train_hist_grp_loss: [ 6.42605888  8.31105444 16.11839072], cur_train_grp_loss: [0.09458689 0.12333901 0.2369857 ], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6895, max_kl_dist_index: 2, max_train_grp_loss:  15.9130, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9562, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2370, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:25,210 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  13.4346, val_loss:  12.2720, grad_norm: 0.0074, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6586, 0.3520, 0.6898, param: [4.10693686 9.44784476 5.01635814 9.04931184], weights: [0.2047233  0.24790294 0.54737375], train_wt_loss:  40.3038, val_wt_loss: 36.8161, train_grp_loss: [11.72502624 15.91525923 11.13638866], val_grp_loss: [10.59754986 14.95992043 11.2747174 ], train_hist_grp_loss: [ 6.52063087  8.43441076 16.35535601], cur_train_grp_loss: [0.09457199 0.12335632 0.23696529], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6898, max_kl_dist_index: 2, max_train_grp_loss:  15.9153, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9599, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2370, max_cur_train_grp_loss_index: 2, 
