2024-10-07 17:30:04,332 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.2,0.1,0.1,2023
2024-10-07 17:30:04,334 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 17:30:04,334 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:30:04,424 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 17:30:04,424 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:30:04,425 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 17:30:04,635 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 17:30:04,863 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:30:06,058 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6261, val_loss:  12.2168, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6770, 0.3239, 0.6779, param: [ 4.897829    6.97796199  5.67603919 10.23833146], weights: [0.33073691 0.33110299 0.3381601 ], train_wt_loss:  37.8784, val_wt_loss: 36.6505, train_grp_loss: [11.44552015 13.75359224 13.00478332], val_grp_loss: [12.59390297 12.83047537 11.22426656], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6779, max_kl_dist_index: 2, max_train_grp_loss:  13.7536, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8305, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:51,249 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  45, train_loss:  12.6280, val_loss:  12.2381, grad_norm: 0.0104, live_grad: 0.0000, reward_err: 0.0103, 0.0186, 0.0014, KL_dist: 0.6785, 0.3253, 0.6778, param: [ 4.83294071  6.8107768   5.79363758 10.33126198], weights: [0.23285835 0.2631271  0.50401455], train_wt_loss:  37.8839, val_wt_loss: 36.7143, train_grp_loss: [11.49583482 13.70682472 12.99651818], val_grp_loss: [12.65081156 12.8084523  11.25334759], train_hist_grp_loss: [ 4.10921643  5.33128477 11.83096423], cur_train_grp_loss: [0.08843455 0.11517309 0.25484792], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6785, max_kl_dist_index: 0, max_train_grp_loss:  13.7068, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8085, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2548, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:52,271 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  46, train_loss:  12.6281, val_loss:  12.2387, grad_norm: 0.0106, live_grad: 0.0000, reward_err: 0.0102, 0.0186, 0.0014, KL_dist: 0.6787, 0.3254, 0.6780, param: [ 4.83048209  6.80768364  5.79585968 10.33658024], weights: [0.23074425 0.2614367  0.50781904], train_wt_loss:  37.8842, val_wt_loss: 36.7161, train_grp_loss: [11.49509201 13.70816396 12.99576569], val_grp_loss: [12.65036367 12.81087462 11.25318408], train_hist_grp_loss: [ 4.19764592  5.44646817 12.08579792], cur_train_grp_loss: [0.0884295  0.1151834  0.25483369], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6787, max_kl_dist_index: 0, max_train_grp_loss:  13.7082, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8109, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2548, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:53,244 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  47, train_loss:  12.6281, val_loss:  12.2393, grad_norm: 0.0109, live_grad: 0.0000, reward_err: 0.0104, 0.0186, 0.0015, KL_dist: 0.6789, 0.3255, 0.6782, param: [ 4.82797555  6.8046124   5.79806182 10.34205388], weights: [0.22863592 0.25974235 0.51162174], train_wt_loss:  37.8844, val_wt_loss: 36.7180, train_grp_loss: [11.49426293 13.70961547 12.99498652], val_grp_loss: [12.64983596 12.81343555 11.25298385], train_hist_grp_loss: [ 4.28606971  5.56166283 12.34061686], cur_train_grp_loss: [0.08842378 0.11519466 0.25481894], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6789, max_kl_dist_index: 0, max_train_grp_loss:  13.7096, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8134, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2548, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:54,236 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  48, train_loss:  12.6282, val_loss:  12.2399, grad_norm: 0.0112, live_grad: 0.0000, reward_err: 0.0104, 0.0186, 0.0015, KL_dist: 0.6790, 0.3257, 0.6784, param: [ 4.82542087  6.80156263  5.80024379 10.34768371], weights: [0.22653353 0.25804429 0.51542218], train_wt_loss:  37.8847, val_wt_loss: 36.7198, train_grp_loss: [11.49334736 13.71117983 12.9941806 ], val_grp_loss: [12.64922822 12.81613588 11.25274695], train_hist_grp_loss: [ 4.37448712  5.67686968 12.59542051], cur_train_grp_loss: [0.08841741 0.11520685 0.25480366], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6790, max_kl_dist_index: 0, max_train_grp_loss:  13.7112, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8161, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2548, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:55,254 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  49, train_loss:  12.6283, val_loss:  12.2406, grad_norm: 0.0115, live_grad: 0.0000, reward_err: 0.0104, 0.0186, 0.0015, KL_dist: 0.6792, 0.3258, 0.6787, param: [ 4.82281782  6.79853387  5.80240537 10.35347052], weights: [0.2244373 0.2563428 0.5192199], train_wt_loss:  37.8850, val_wt_loss: 36.7217, train_grp_loss: [11.4923451  13.71285761 12.99334785], val_grp_loss: [12.64854022 12.81897641 11.25247338], train_hist_grp_loss: [ 4.46289748  5.79208968 12.85020837], cur_train_grp_loss: [0.08841036 0.11522    0.25478785], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6792, max_kl_dist_index: 0, max_train_grp_loss:  13.7129, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8190, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2548, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:56,240 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  50, train_loss:  12.6284, val_loss:  12.2412, grad_norm: 0.0118, live_grad: 0.0000, reward_err: 0.0104, 0.0186, 0.0015, KL_dist: 0.6794, 0.3259, 0.6789, param: [ 4.82016618  6.79552563  5.80454633 10.35941507], weights: [0.22234742 0.25463814 0.52301444], train_wt_loss:  37.8852, val_wt_loss: 36.7236, train_grp_loss: [11.49125597 13.7146494  12.99248821], val_grp_loss: [12.64777176 12.8219579  11.2521632 ], train_hist_grp_loss: [ 4.55130014  5.90732378 13.1049799 ], cur_train_grp_loss: [0.08840265 0.1152341  0.25477153], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6794, max_kl_dist_index: 0, max_train_grp_loss:  13.7146, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8220, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2548, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:57,225 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  12.6285, val_loss:  12.2419, grad_norm: 0.0121, live_grad: 0.0000, reward_err: 0.0104, 0.0186, 0.0015, KL_dist: 0.6797, 0.3261, 0.6792, param: [ 4.81746573  6.79253743  5.80666645 10.36551813], weights: [0.22026407 0.25293056 0.52680537], train_wt_loss:  37.8855, val_wt_loss: 36.7256, train_grp_loss: [11.49007979 13.71655578 12.99160161], val_grp_loss: [12.64692265 12.82508115 11.25181645], train_hist_grp_loss: [ 4.63969441  6.02257293 13.35973457], cur_train_grp_loss: [0.08839428 0.11524915 0.25475467], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6797, max_kl_dist_index: 0, max_train_grp_loss:  13.7166, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8251, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2548, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:58,217 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  12.6286, val_loss:  12.2425, grad_norm: 0.0124, live_grad: 0.0000, reward_err: 0.0104, 0.0186, 0.0015, KL_dist: 0.6799, 0.3262, 0.6794, param: [ 4.81471626  6.78956875  5.8087655  10.37178045], weights: [0.21818745 0.25122034 0.53059221], train_wt_loss:  37.8858, val_wt_loss: 36.7275, train_grp_loss: [11.4888164  13.71857731 12.99068802], val_grp_loss: [12.64599272 12.82834694 11.2514332 ], train_hist_grp_loss: [ 4.72807964  6.13783811 13.61447185], cur_train_grp_loss: [0.08838523 0.11526517 0.25473729], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6799, max_kl_dist_index: 0, max_train_grp_loss:  13.7186, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8283, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2547, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:59,211 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  12.6287, val_loss:  12.2432, grad_norm: 0.0127, live_grad: 0.0000, reward_err: 0.0104, 0.0186, 0.0015, KL_dist: 0.6801, 0.3264, 0.6797, param: [ 4.81191754  6.78661908  5.81084327 10.37820277], weights: [0.21611774 0.24950772 0.53437453], train_wt_loss:  37.8861, val_wt_loss: 36.7295, train_grp_loss: [11.48746566 13.72071458 12.98974737], val_grp_loss: [12.64498179 12.83175606 11.25101352], train_hist_grp_loss: [ 4.81645515  6.25312027 13.86919123], cur_train_grp_loss: [0.08837551 0.11528216 0.25471937], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 0, max_train_grp_loss:  13.7207, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8318, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2547, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:00,223 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  12.6288, val_loss:  12.2438, grad_norm: 0.0130, live_grad: 0.0000, reward_err: 0.0104, 0.0186, 0.0015, KL_dist: 0.6803, 0.3265, 0.6800, param: [ 4.80906938  6.78368791  5.81289951 10.3847858 ], weights: [0.21405514 0.24779298 0.53815188], train_wt_loss:  37.8864, val_wt_loss: 36.7315, train_grp_loss: [11.48602744 13.72296816 12.98877962], val_grp_loss: [12.64388972 12.83530926 11.2505575 ], train_hist_grp_loss: [ 4.90482027  6.36842039 14.12389215], cur_train_grp_loss: [0.08836512 0.11530012 0.25470093], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 0, max_train_grp_loss:  13.7230, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8353, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2547, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:01,211 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  12.6289, val_loss:  12.2445, grad_norm: 0.0133, live_grad: 0.0000, reward_err: 0.0104, 0.0189, 0.0015, KL_dist: 0.6805, 0.3267, 0.6803, param: [ 4.80617155  6.78077468  5.81493401 10.39153027], weights: [0.21199982 0.24607637 0.54192381], train_wt_loss:  37.8868, val_wt_loss: 36.7336, train_grp_loss: [11.48450163 13.72533862 12.98778473], val_grp_loss: [12.64271637 12.83900735 11.25006524], train_hist_grp_loss: [ 4.99317433  6.48373945 14.37857411], cur_train_grp_loss: [0.08835406 0.11531906 0.25468195], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 0, max_train_grp_loss:  13.7253, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8390, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2547, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:02,197 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  12.6290, val_loss:  12.2452, grad_norm: 0.0136, live_grad: 0.0000, reward_err: 0.0103, 0.0189, 0.0016, KL_dist: 0.6808, 0.3269, 0.6806, param: [ 4.80322386  6.77787885  5.81694654 10.39843685], weights: [0.20995198 0.24435815 0.54568987], train_wt_loss:  37.8871, val_wt_loss: 36.7356, train_grp_loss: [11.48288813 13.72782653 12.98676268], val_grp_loss: [12.64146162 12.84285108 11.24953685], train_hist_grp_loss: [ 5.08151665  6.59907843 14.63323655], cur_train_grp_loss: [0.08834232 0.11533898 0.25466245], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6808, max_kl_dist_index: 0, max_train_grp_loss:  13.7278, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8429, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2547, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:03,182 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  12.6292, val_loss:  12.2459, grad_norm: 0.0139, live_grad: 0.0000, reward_err: 0.0103, 0.0189, 0.0016, KL_dist: 0.6810, 0.3270, 0.6809, param: [ 4.8002261   6.77499986  5.81893685 10.40550623], weights: [0.20791178 0.24263859 0.54944963], train_wt_loss:  37.8875, val_wt_loss: 36.7377, train_grp_loss: [11.48118685 13.73043246 12.98571344], val_grp_loss: [12.64012536 12.84684122 11.24897245], train_hist_grp_loss: [ 5.16984656  6.71443832 14.88787896], cur_train_grp_loss: [0.08832991 0.11535989 0.25464241], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6810, max_kl_dist_index: 0, max_train_grp_loss:  13.7304, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8468, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2546, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:04,167 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  12.6293, val_loss:  12.2466, grad_norm: 0.0142, live_grad: 0.0000, reward_err: 0.0103, 0.0189, 0.0016, KL_dist: 0.6813, 0.3272, 0.6812, param: [ 4.79717807  6.77213715  5.82090473 10.41273907], weights: [0.20587942 0.24091793 0.55320265], train_wt_loss:  37.8878, val_wt_loss: 36.7399, train_grp_loss: [11.47939774 13.73315697 12.98463698], val_grp_loss: [12.6387075  12.85097855 11.24837218], train_hist_grp_loss: [ 5.25816338  6.8298201  15.14250079], cur_train_grp_loss: [0.08831682 0.11538179 0.25462183], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6813, max_kl_dist_index: 0, max_train_grp_loss:  13.7332, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8510, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2546, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:05,173 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  12.6294, val_loss:  12.2473, grad_norm: 0.0146, live_grad: 0.0000, reward_err: 0.0103, 0.0189, 0.0016, KL_dist: 0.6815, 0.3274, 0.6816, param: [ 4.79407959  6.76929012  5.82284994 10.42013601], weights: [0.20385506 0.23919643 0.5569485 ], train_wt_loss:  37.8882, val_wt_loss: 36.7420, train_grp_loss: [11.47752074 13.73600063 12.98353329], val_grp_loss: [12.63720795 12.85526383 11.24773618], train_hist_grp_loss: [ 5.34646644  6.94522478 15.39710152], cur_train_grp_loss: [0.08830306 0.11540468 0.25460073], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6816, max_kl_dist_index: 2, max_train_grp_loss:  13.7360, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8553, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2546, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:06,157 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  12.6295, val_loss:  12.2481, grad_norm: 0.0149, live_grad: 0.0000, reward_err: 0.0102, 0.0189, 0.0017, KL_dist: 0.6818, 0.3276, 0.6819, param: [ 4.79093044  6.76645819  5.82477225 10.42769769], weights: [0.20183889 0.23747436 0.56068675], train_wt_loss:  37.8886, val_wt_loss: 36.7442, train_grp_loss: [11.47555583 13.73896399 12.98240236], val_grp_loss: [12.63562666 12.8596978  11.24706461], train_hist_grp_loss: [ 5.43475506  7.06065336 15.6516806 ], cur_train_grp_loss: [0.08828862 0.11542858 0.25457908], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6819, max_kl_dist_index: 2, max_train_grp_loss:  13.7390, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8597, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2546, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:07,140 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  12.6297, val_loss:  12.2488, grad_norm: 0.0152, live_grad: 0.0000, reward_err: 0.0102, 0.0189, 0.0017, KL_dist: 0.6821, 0.3278, 0.6823, param: [ 4.78773046  6.76364075  5.82667143 10.43542472], weights: [0.19983108 0.23575196 0.56441697], train_wt_loss:  37.8890, val_wt_loss: 36.7465, train_grp_loss: [11.47350298 13.7420476  12.9812442 ], val_grp_loss: [12.63396358 12.86428124 11.24635765], train_hist_grp_loss: [ 5.52302857  7.17610684 15.90623751], cur_train_grp_loss: [0.08827351 0.11545348 0.25455691], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6823, max_kl_dist_index: 2, max_train_grp_loss:  13.7420, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8643, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2546, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:08,124 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  12.6298, val_loss:  12.2496, grad_norm: 0.0156, live_grad: 0.0000, reward_err: 0.0102, 0.0189, 0.0017, KL_dist: 0.6824, 0.3280, 0.6827, param: [ 4.78447946  6.76083718  5.82854724 10.44331769], weights: [0.19783178 0.23402948 0.56813873], train_wt_loss:  37.8895, val_wt_loss: 36.7487, train_grp_loss: [11.4713622  13.74525203 12.9800588 ], val_grp_loss: [12.63221867 12.86901487 11.24561549], train_hist_grp_loss: [ 5.61128628  7.29158623 16.16077171], cur_train_grp_loss: [0.08825772 0.11547939 0.2545342 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6827, max_kl_dist_index: 2, max_train_grp_loss:  13.7453, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8690, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2545, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:09,105 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  12.6300, val_loss:  12.2503, grad_norm: 0.0160, live_grad: 0.0000, reward_err: 0.0102, 0.0189, 0.0017, KL_dist: 0.6826, 0.3282, 0.6830, param: [ 4.78117725  6.75804687  5.83039945 10.45137717], weights: [0.19584119 0.23230718 0.57185163], train_wt_loss:  37.8899, val_wt_loss: 36.7510, train_grp_loss: [11.46913351 13.74857781 12.97884617], val_grp_loss: [12.63039193 12.87389946 11.24483832], train_hist_grp_loss: [ 5.69952753  7.40709255 16.41528267], cur_train_grp_loss: [0.08824125 0.11550632 0.25451096], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6830, max_kl_dist_index: 2, max_train_grp_loss:  13.7486, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8739, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2545, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:10,093 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  12.6301, val_loss:  12.2511, grad_norm: 0.0163, live_grad: 0.0000, reward_err: 0.0102, 0.0189, 0.0017, KL_dist: 0.6829, 0.3284, 0.6834, param: [ 4.77782366  6.75526919  5.83222784 10.45960373], weights: [0.19385945 0.23058531 0.57555524], train_wt_loss:  37.8904, val_wt_loss: 36.7533, train_grp_loss: [11.46681695 13.75202549 12.97760633], val_grp_loss: [12.62848335 12.87893574 11.24402635], train_hist_grp_loss: [ 5.78775163  7.52262682 16.66976985], cur_train_grp_loss: [0.0882241  0.11553427 0.25448718], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6834, max_kl_dist_index: 2, max_train_grp_loss:  13.7520, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8789, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2545, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:11,073 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  12.6303, val_loss:  12.2519, grad_norm: 0.0167, live_grad: 0.0000, reward_err: 0.0102, 0.0189, 0.0017, KL_dist: 0.6832, 0.3286, 0.6838, param: [ 4.77441853  6.75250347  5.83403216 10.4679979 ], weights: [0.19188673 0.22886412 0.57924916], train_wt_loss:  37.8908, val_wt_loss: 36.7557, train_grp_loss: [11.46441258 13.75559562 12.97633931], val_grp_loss: [12.62649294 12.88412443 11.24317981], train_hist_grp_loss: [ 5.87595792  7.63819006 16.92423272], cur_train_grp_loss: [0.08820628 0.11556324 0.25446287], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6838, max_kl_dist_index: 2, max_train_grp_loss:  13.7556, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8841, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2545, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:12,064 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  12.6304, val_loss:  12.2527, grad_norm: 0.0171, live_grad: 0.0000, reward_err: 0.0102, 0.0189, 0.0017, KL_dist: 0.6835, 0.3288, 0.6842, param: [ 4.77096169  6.74974908  5.83581218 10.4765602 ], weights: [0.18992319 0.22714384 0.58293297], train_wt_loss:  37.8913, val_wt_loss: 36.7581, train_grp_loss: [11.46192046 13.75928871 12.97504513], val_grp_loss: [12.62442075 12.88946626 11.24229893], train_hist_grp_loss: [ 5.96414571  7.7537833  17.17867074], cur_train_grp_loss: [0.08818779 0.11559324 0.25443803], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6842, max_kl_dist_index: 2, max_train_grp_loss:  13.7593, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8895, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2544, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:31:13,052 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  12.6306, val_loss:  12.2535, grad_norm: 0.0175, live_grad: 0.0000, reward_err: 0.0103, 0.0189, 0.0018, KL_dist: 0.6839, 0.3290, 0.6846, param: [ 4.76745297  6.74700534  5.83756769 10.48529114], weights: [0.18796898 0.22542473 0.58660629], train_wt_loss:  37.8918, val_wt_loss: 36.7605, train_grp_loss: [11.45934071 13.76310531 12.97372382], val_grp_loss: [12.62226683 12.89496196 11.24138397], train_hist_grp_loss: [ 6.05231433  7.86940757 17.43308339], cur_train_grp_loss: [0.08816862 0.11562427 0.25441265], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6846, max_kl_dist_index: 2, max_train_grp_loss:  13.7631, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8950, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2544, max_cur_train_grp_loss_index: 2, 
