2024-10-07 17:17:22,590 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.1,0.1,1,2022
2024-10-07 17:17:22,592 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 17:17:22,592 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:17:22,681 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 17:17:22,682 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:17:22,683 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 17:17:22,896 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 17:17:23,120 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:17:24,371 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4339, val_loss:  12.2721, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0031, 0.0319, 0.0015, KL_dist: 0.6559, 0.3522, 0.6882, param: [4.11786407 9.56583272 4.94852636 8.93320827], weights: [0.29933897 0.3029308  0.39773023], train_wt_loss:  40.3017, val_wt_loss: 36.8163, train_grp_loss: [11.681894   15.95789746 11.12859769], val_grp_loss: [10.57186309 15.00632368 11.25447452], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0319, max_reward_err_index: 1, max_kl_dist:  0.6882, max_kl_dist_index: 2, max_train_grp_loss:  15.9579, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0063, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:10,074 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  45, train_loss:  13.7987, val_loss:  12.8897, grad_norm: 0.3960, live_grad: 0.0000, reward_err: 0.0001, 0.0594, 0.0080, KL_dist: 0.7491, 0.4764, 0.8398, param: [ 3.08344031 10.36323092  4.25834065 10.34601639], weights: [0.0011985  0.00804014 0.99076136], train_wt_loss:  41.3962, val_wt_loss: 38.6692, train_grp_loss: [10.52891183 18.03891982 10.78759187], val_grp_loss: [ 9.62029093 17.94026834 11.13888231], train_hist_grp_loss: [ 4.19232008  6.09569675 10.9097243 ], cur_train_grp_loss: [0.08497591 0.13966545 0.22953359], max_reward_err:  0.0594, max_reward_err_index: 1, max_kl_dist:  0.8398, max_kl_dist_index: 2, max_train_grp_loss:  18.0389, max_train_grp_loss_index: 1, max_val_grp_loss:  17.9403, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:11,061 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  46, train_loss:  13.8044, val_loss:  12.8969, grad_norm: 0.4002, live_grad: 0.0000, reward_err: 0.0001, 0.0594, 0.0080, KL_dist: 0.7495, 0.4775, 0.8406, param: [ 3.0741972  10.37580102  4.25002065 10.34412101], weights: [0.00103801 0.0073567  0.99160529], train_wt_loss:  41.4132, val_wt_loss: 38.6908, train_grp_loss: [10.52145035 18.05940327 10.78717745], val_grp_loss: [ 9.61508746 17.96611604 11.1399733 ], train_hist_grp_loss: [ 4.27723066  6.23553334 11.13924753], cur_train_grp_loss: [0.08491058 0.13983659 0.22952323], max_reward_err:  0.0594, max_reward_err_index: 1, max_kl_dist:  0.8406, max_kl_dist_index: 2, max_train_grp_loss:  18.0594, max_train_grp_loss_index: 1, max_val_grp_loss:  17.9661, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:12,061 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  47, train_loss:  13.8097, val_loss:  12.9036, grad_norm: 0.4040, live_grad: 0.0000, reward_err: 0.0001, 0.0594, 0.0080, KL_dist: 0.7499, 0.4785, 0.8414, param: [ 3.06564118 10.38760082  4.24231589 10.34210391], weights: [8.98898011e-04 6.73193048e-03 9.92369172e-01], train_wt_loss:  41.4290, val_wt_loss: 38.7109, train_grp_loss: [10.5145805  18.07839091 10.78682508], val_grp_loss: [ 9.61031254 17.99003419 11.14100904], train_hist_grp_loss: [ 4.36208106  6.37552871 11.36876195], cur_train_grp_loss: [0.08485041 0.13999537 0.22951441], max_reward_err:  0.0594, max_reward_err_index: 1, max_kl_dist:  0.8414, max_kl_dist_index: 2, max_train_grp_loss:  18.0784, max_train_grp_loss_index: 1, max_val_grp_loss:  17.9900, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:13,067 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  48, train_loss:  13.8146, val_loss:  12.9098, grad_norm: 0.4076, live_grad: 0.0000, reward_err: 0.0001, 0.0594, 0.0080, KL_dist: 0.7502, 0.4794, 0.8421, param: [ 3.05772729 10.39865858  4.2351867  10.34001084], weights: [7.78333048e-04 6.16072488e-03 9.93060942e-01], train_wt_loss:  41.4437, val_wt_loss: 38.7295, train_grp_loss: [10.50825759 18.09597688 10.78652576], val_grp_loss: [ 9.60593152 18.01215074 11.14198899], train_hist_grp_loss: [ 4.44687607  6.51567128 11.59826886], cur_train_grp_loss: [0.084795   0.14014257 0.22950692], max_reward_err:  0.0594, max_reward_err_index: 1, max_kl_dist:  0.8421, max_kl_dist_index: 2, max_train_grp_loss:  18.0960, max_train_grp_loss_index: 1, max_val_grp_loss:  18.0122, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:14,067 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  49, train_loss:  13.8191, val_loss:  12.9156, grad_norm: 0.4109, live_grad: 0.0000, reward_err: 0.0001, 0.0594, 0.0080, KL_dist: 0.7505, 0.4803, 0.8428, param: [ 3.05041259 10.40900441  4.22859501 10.33787976], weights: [6.73864421e-04 5.63841920e-03 9.93687716e-01], train_wt_loss:  41.4574, val_wt_loss: 38.7468, train_grp_loss: [10.50243992 18.11225172 10.78627171], val_grp_loss: [ 9.60191239 18.03258763 11.14291333], train_hist_grp_loss: [ 4.53162008  6.65595017 11.82776941], cur_train_grp_loss: [0.08474401 0.14027889 0.22950055], max_reward_err:  0.0594, max_reward_err_index: 1, max_kl_dist:  0.8428, max_kl_dist_index: 2, max_train_grp_loss:  18.1123, max_train_grp_loss_index: 1, max_val_grp_loss:  18.0326, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:15,089 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  50, train_loss:  13.8234, val_loss:  12.9209, grad_norm: 0.4139, live_grad: 0.0000, reward_err: 0.0001, 0.0600, 0.0080, KL_dist: 0.7508, 0.4811, 0.8434, param: [ 3.04365615 10.41866972  4.22250451 10.33574179], weights: [5.83358833e-04 5.16076723e-03 9.94255874e-01], train_wt_loss:  41.4701, val_wt_loss: 38.7627, train_grp_loss: [10.49708867 18.12730211 10.78605624], val_grp_loss: [ 9.59822564 18.05146067 11.14378288], train_hist_grp_loss: [ 4.61631717  6.79635522 12.05726455], cur_train_grp_loss: [0.0846971  0.14040505 0.22949514], max_reward_err:  0.0600, max_reward_err_index: 1, max_kl_dist:  0.8434, max_kl_dist_index: 2, max_train_grp_loss:  18.1273, max_train_grp_loss_index: 1, max_val_grp_loss:  18.0515, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:16,087 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  13.8273, val_loss:  12.9258, grad_norm: 0.4167, live_grad: 0.0000, reward_err: 0.0001, 0.0600, 0.0080, KL_dist: 0.7511, 0.4819, 0.8440, param: [ 3.03741917 10.42768672  4.21688064 10.33362213], weights: [5.04962405e-04 4.72389904e-03 9.94771139e-01], train_wt_loss:  41.4818, val_wt_loss: 38.7775, train_grp_loss: [10.49216778 18.14121071 10.78587364], val_grp_loss: [ 9.59484409 18.06887952 11.14459891], train_hist_grp_loss: [ 4.70097112  6.93687694 12.28675511], cur_train_grp_loss: [0.08465394 0.14052172 0.22949056], max_reward_err:  0.0600, max_reward_err_index: 1, max_kl_dist:  0.8440, max_kl_dist_index: 2, max_train_grp_loss:  18.1412, max_train_grp_loss_index: 1, max_val_grp_loss:  18.0689, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:17,097 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  13.8309, val_loss:  12.9304, grad_norm: 0.4193, live_grad: 0.0000, reward_err: 0.0001, 0.0603, 0.0080, KL_dist: 0.7513, 0.4826, 0.8445, param: [ 3.03166493 10.43608801  4.21169067 10.33154085], weights: [4.37064779e-04 4.32428691e-03 9.95238648e-01], train_wt_loss:  41.4927, val_wt_loss: 38.7912, train_grp_loss: [10.48764374 18.15405605 10.785719  ], val_grp_loss: [ 9.59174269 18.08494765 11.14536304], train_hist_grp_loss: [ 4.78558537  7.07750648 12.51624179], cur_train_grp_loss: [0.08461426 0.14062954 0.22948667], max_reward_err:  0.0603, max_reward_err_index: 1, max_kl_dist:  0.8445, max_kl_dist_index: 2, max_train_grp_loss:  18.1541, max_train_grp_loss_index: 1, max_val_grp_loss:  18.0849, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:18,117 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  13.8343, val_loss:  12.9346, grad_norm: 0.4217, live_grad: 0.0000, reward_err: 0.0001, 0.0606, 0.0080, KL_dist: 0.7515, 0.4832, 0.8450, param: [ 3.02635883 10.44390622  4.2069037  10.32951364], weights: [3.78267690e-04 3.95871427e-03 9.95663018e-01], train_wt_loss:  41.5028, val_wt_loss: 38.8038, train_grp_loss: [10.48348548 18.16591249 10.7855881 ], val_grp_loss: [ 9.58889843 18.0997625  11.14607719], train_hist_grp_loss: [ 4.87016314  7.2182356  12.74572517], cur_train_grp_loss: [0.08457777 0.14072912 0.22948338], max_reward_err:  0.0606, max_reward_err_index: 1, max_kl_dist:  0.8450, max_kl_dist_index: 2, max_train_grp_loss:  18.1659, max_train_grp_loss_index: 1, max_val_grp_loss:  18.0998, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:19,116 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  13.8374, val_loss:  12.9385, grad_norm: 0.4239, live_grad: 0.0000, reward_err: 0.0001, 0.0611, 0.0080, KL_dist: 0.7517, 0.4838, 0.8454, param: [ 3.0214683  10.45117367  4.20249059 10.32755247], weights: [3.27357465e-04 3.62424758e-03 9.96048395e-01], train_wt_loss:  41.5121, val_wt_loss: 38.8155, train_grp_loss: [10.47966424 18.17685026 10.78547738], val_grp_loss: [ 9.58629012 18.11341561 11.14674344], train_hist_grp_loss: [ 4.95470738  7.35905662 12.97520577], cur_train_grp_loss: [0.08454424 0.14082103 0.2294806 ], max_reward_err:  0.0611, max_reward_err_index: 1, max_kl_dist:  0.8454, max_kl_dist_index: 2, max_train_grp_loss:  18.1769, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1134, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:20,125 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  13.8402, val_loss:  12.9421, grad_norm: 0.4259, live_grad: 0.0000, reward_err: 0.0001, 0.0616, 0.0080, KL_dist: 0.7519, 0.4843, 0.8458, param: [ 3.01696278 10.45792214  4.19842401 10.32566618], weights: [2.83281006e-04 3.31821078e-03 9.96398508e-01], train_wt_loss:  41.5207, val_wt_loss: 38.8262, train_grp_loss: [10.47615336 18.1869355  10.78538377], val_grp_loss: [ 9.58389831 18.12599277 11.14736402], train_hist_grp_loss: [ 5.0392208   7.49996244 13.20468401], cur_train_grp_loss: [0.08451342 0.14090582 0.22947824], max_reward_err:  0.0616, max_reward_err_index: 1, max_kl_dist:  0.8458, max_kl_dist_index: 2, max_train_grp_loss:  18.1869, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1260, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:21,142 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  13.8429, val_loss:  12.9454, grad_norm: 0.4278, live_grad: 0.0000, reward_err: 0.0001, 0.0616, 0.0080, KL_dist: 0.7521, 0.4848, 0.8462, param: [ 3.01281366 10.46418264  4.19467831 10.32386095], weights: [2.45124813e-04 3.03816212e-03 9.96716713e-01], train_wt_loss:  41.5287, val_wt_loss: 38.8361, train_grp_loss: [10.47292821 18.19623035 10.78530467], val_grp_loss: [ 9.58170512 18.13757423 11.14794122], train_hist_grp_loss: [ 5.12370591  7.64094644 13.43416026], cur_train_grp_loss: [0.08448511 0.140984   0.22947625], max_reward_err:  0.0616, max_reward_err_index: 1, max_kl_dist:  0.8462, max_kl_dist_index: 2, max_train_grp_loss:  18.1962, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1376, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:22,120 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  13.8453, val_loss:  12.9484, grad_norm: 0.4295, live_grad: 0.0000, reward_err: 0.0001, 0.0616, 0.0080, KL_dist: 0.7522, 0.4853, 0.8465, param: [ 3.00899418 10.46998526  4.1912295  10.3221408 ], weights: [2.12096695e-04 2.78187310e-03 9.97006030e-01], train_wt_loss:  41.5360, val_wt_loss: 38.8453, train_grp_loss: [10.46996603 18.2047931  10.78523786], val_grp_loss: [ 9.57969412 18.14823496 11.14847738], train_hist_grp_loss: [ 5.20816501  7.78200249 13.66363483], cur_train_grp_loss: [0.0844591  0.14105605 0.22947457], max_reward_err:  0.0616, max_reward_err_index: 1, max_kl_dist:  0.8465, max_kl_dist_index: 2, max_train_grp_loss:  18.2048, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1482, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:23,124 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  13.8476, val_loss:  12.9512, grad_norm: 0.4310, live_grad: 0.0000, reward_err: 0.0001, 0.0622, 0.0080, KL_dist: 0.7524, 0.4857, 0.8468, param: [ 3.00547938 10.47535902  4.18805519 10.32050794], weights: [1.83509833e-04 2.54730940e-03 9.97269181e-01], train_wt_loss:  41.5428, val_wt_loss: 38.8537, train_grp_loss: [10.46724579 18.21267827 10.78518145], val_grp_loss: [ 9.57785024 18.15804488 11.14897483], train_hist_grp_loss: [ 5.29260022  7.92312491 13.89310797], cur_train_grp_loss: [0.08443521 0.14112243 0.22947315], max_reward_err:  0.0622, max_reward_err_index: 1, max_kl_dist:  0.8468, max_kl_dist_index: 2, max_train_grp_loss:  18.2127, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1580, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:24,120 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  13.8497, val_loss:  12.9538, grad_norm: 0.4325, live_grad: 0.0000, reward_err: 0.0001, 0.0627, 0.0080, KL_dist: 0.7525, 0.4861, 0.8471, param: [ 3.002246   10.48033178  4.18513449 10.31896314], weights: [1.58768893e-04 2.33261355e-03 9.97508618e-01], train_wt_loss:  41.5490, val_wt_loss: 38.8614, train_grp_loss: [10.46474807 18.21993681 10.78513385], val_grp_loss: [ 9.57615964 18.16706908 11.14943586], train_hist_grp_loss: [ 5.37701349  8.06430846 14.12257992], cur_train_grp_loss: [0.08441327 0.14118355 0.22947195], max_reward_err:  0.0627, max_reward_err_index: 1, max_kl_dist:  0.8471, max_kl_dist_index: 2, max_train_grp_loss:  18.2199, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1671, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:25,156 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  13.8516, val_loss:  12.9562, grad_norm: 0.4338, live_grad: 0.0000, reward_err: 0.0001, 0.0627, 0.0080, KL_dist: 0.7526, 0.4865, 0.8474, param: [ 2.99927238 10.48493017  4.18244795 10.31750597], weights: [1.37357950e-04 2.13608919e-03 9.97726553e-01], train_wt_loss:  41.5548, val_wt_loss: 38.8686, train_grp_loss: [10.46245499 18.22661625 10.78509368], val_grp_loss: [ 9.57460963 18.1753681  11.14986271], train_hist_grp_loss: [ 5.46140662  8.20554828 14.35205085], cur_train_grp_loss: [0.08439313 0.14123982 0.22947093], max_reward_err:  0.0627, max_reward_err_index: 1, max_kl_dist:  0.8474, max_kl_dist_index: 2, max_train_grp_loss:  18.2266, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1754, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:26,133 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  13.8534, val_loss:  12.9584, grad_norm: 0.4350, live_grad: 0.0000, reward_err: 0.0001, 0.0627, 0.0080, KL_dist: 0.7527, 0.4868, 0.8476, param: [ 2.99653841 10.48917956  4.1799775  10.31613507], weights: [1.18829978e-04 1.95618678e-03 9.97924983e-01], train_wt_loss:  41.5601, val_wt_loss: 38.8752, train_grp_loss: [10.46035003 18.23276085 10.78505982], val_grp_loss: [ 9.57318853 18.18299818 11.15025757], train_hist_grp_loss: [ 5.54578126  8.34683988 14.58152093], cur_train_grp_loss: [0.08437464 0.1412916  0.22947008], max_reward_err:  0.0627, max_reward_err_index: 1, max_kl_dist:  0.8476, max_kl_dist_index: 2, max_train_grp_loss:  18.2328, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1830, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:27,139 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  13.8550, val_loss:  12.9604, grad_norm: 0.4362, live_grad: 0.0000, reward_err: 0.0001, 0.0627, 0.0080, KL_dist: 0.7528, 0.4871, 0.8478, param: [ 2.99402541 10.49310402  4.17770634 10.31484838], weights: [1.02797713e-04 1.79149062e-03 9.98105712e-01], train_wt_loss:  41.5650, val_wt_loss: 38.8812, train_grp_loss: [10.45841798 18.23841178 10.78503126], val_grp_loss: [ 9.57188567 18.1900115  11.15062254], train_hist_grp_loss: [ 5.63013892  8.48817911 14.81099029], cur_train_grp_loss: [0.08435766 0.14133923 0.22946936], max_reward_err:  0.0627, max_reward_err_index: 1, max_kl_dist:  0.8478, max_kl_dist_index: 2, max_train_grp_loss:  18.2384, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1900, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:28,138 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  13.8565, val_loss:  12.9623, grad_norm: 0.4372, live_grad: 0.0000, reward_err: 0.0001, 0.0632, 0.0080, KL_dist: 0.7529, 0.4874, 0.8480, param: [ 2.99171607 10.49672635  4.1756189  10.31364326], weights: [8.89257178e-05 1.64070703e-03 9.98270367e-01], train_wt_loss:  41.5694, val_wt_loss: 38.8868, train_grp_loss: [10.45664483 18.24360731 10.78500719], val_grp_loss: [ 9.57069123 18.19645645 11.15095964], train_hist_grp_loss: [ 5.714481    8.62956215 15.04045904], cur_train_grp_loss: [0.08434208 0.14138304 0.22946875], max_reward_err:  0.0632, max_reward_err_index: 1, max_kl_dist:  0.8480, max_kl_dist_index: 2, max_train_grp_loss:  18.2436, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1965, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:29,144 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  13.8579, val_loss:  12.9640, grad_norm: 0.4381, live_grad: 0.0000, reward_err: 0.0001, 0.0632, 0.0080, KL_dist: 0.7530, 0.4876, 0.8482, param: [ 2.98959435 10.50006803  4.17370075 10.31251668], weights: [7.69234858e-05 1.50265364e-03 9.98420423e-01], train_wt_loss:  41.5736, val_wt_loss: 38.8919, train_grp_loss: [10.45501767 18.24838293 10.78498692], val_grp_loss: [ 9.56959621 18.20237781 11.15127077], train_hist_grp_loss: [ 5.79880878  8.77098546 15.26992728], cur_train_grp_loss: [0.08432778 0.14142331 0.22946824], max_reward_err:  0.0632, max_reward_err_index: 1, max_kl_dist:  0.8482, max_kl_dist_index: 2, max_train_grp_loss:  18.2484, max_train_grp_loss_index: 1, max_val_grp_loss:  18.2024, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:30,119 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  13.8591, val_loss:  12.9655, grad_norm: 0.4390, live_grad: 0.0000, reward_err: 0.0001, 0.0632, 0.0080, KL_dist: 0.7531, 0.4879, 0.8484, param: [ 2.98764539 10.5031493   4.17193853 10.3114653 ], weights: [6.65394553e-05 1.37624966e-03 9.98557211e-01], train_wt_loss:  41.5774, val_wt_loss: 38.8966, train_grp_loss: [10.45352463 18.25277155 10.78496983], val_grp_loss: [ 9.56859235 18.20781706 11.15155776], train_hist_grp_loss: [ 5.88312344  8.9124458  15.49939508], cur_train_grp_loss: [0.08431466 0.14146033 0.22946781], max_reward_err:  0.0632, max_reward_err_index: 1, max_kl_dist:  0.8484, max_kl_dist_index: 2, max_train_grp_loss:  18.2528, max_train_grp_loss_index: 1, max_val_grp_loss:  18.2078, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:31,111 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  13.8603, val_loss:  12.9670, grad_norm: 0.4398, live_grad: 0.0000, reward_err: 0.0001, 0.0632, 0.0080, KL_dist: 0.7531, 0.4881, 0.8485, param: [ 2.98585546 10.50598916  4.17031986 10.31048563], weights: [5.75558141e-05 1.26050694e-03 9.98681937e-01], train_wt_loss:  41.5809, val_wt_loss: 38.9009, train_grp_loss: [10.45215476 18.25680368 10.78495545], val_grp_loss: [ 9.56767209 18.21281253 11.15182233], train_hist_grp_loss: [ 5.96742606  9.05394015 15.72886253], cur_train_grp_loss: [0.08430262 0.14149435 0.22946744], max_reward_err:  0.0632, max_reward_err_index: 1, max_kl_dist:  0.8485, max_kl_dist_index: 2, max_train_grp_loss:  18.2568, max_train_grp_loss_index: 1, max_val_grp_loss:  18.2128, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:32,121 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  13.8614, val_loss:  12.9683, grad_norm: 0.4406, live_grad: 0.0000, reward_err: 0.0001, 0.0632, 0.0080, KL_dist: 0.7532, 0.4883, 0.8487, param: [ 2.98421187 10.50860543  4.16883332 10.30957404], weights: [4.97839922e-05 1.15452193e-03 9.98795694e-01], train_wt_loss:  41.5841, val_wt_loss: 38.9049, train_grp_loss: [10.45089801 18.26050752 10.78494334], val_grp_loss: [ 9.56682848 18.21739965 11.15206611], train_hist_grp_loss: [ 6.05171763  9.19546576 15.95832966], cur_train_grp_loss: [0.08429157 0.14152561 0.22946714], max_reward_err:  0.0632, max_reward_err_index: 1, max_kl_dist:  0.8487, max_kl_dist_index: 2, max_train_grp_loss:  18.2605, max_train_grp_loss_index: 1, max_val_grp_loss:  18.2174, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
