2024-10-07 00:37:53,870 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.02,2021
2024-10-07 00:37:53,872 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 00:37:53,872 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:37:53,963 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 00:37:53,964 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:37:53,965 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 00:37:54,184 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 00:37:54,413 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:37:55,643 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1558, val_loss:  12.4221, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6568, 0.3052, 0.6500, param: [5.44248962 8.3005987  5.14424008 8.57363224], weights: [0.33288853 0.33281143 0.33430004], train_wt_loss:  36.4675, val_wt_loss: 37.2662, train_grp_loss: [11.80461978 13.07608153 10.73316709], val_grp_loss: [12.66630053 12.4532737  12.14593623], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6568, max_kl_dist_index: 0, max_train_grp_loss:  13.0761, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6663, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:38,749 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  100, train_loss:  12.1563, val_loss:  12.4284, grad_norm: 0.0046, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6628, 0.3084, 0.6554, param: [5.45301761 8.26887406 5.19799473 8.65893033], weights: [0.30332352 0.30944695 0.38722953], train_wt_loss:  36.4688, val_wt_loss: 37.2853, train_grp_loss: [11.81523336 13.07436045 10.71366237], val_grp_loss: [12.68631503 12.45185836 12.14634338], train_hist_grp_loss: [ 9.59944947 10.59878457 21.8103324 ], cur_train_grp_loss: [0.09452134 0.10459453 0.21427759], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6628, max_kl_dist_index: 0, max_train_grp_loss:  13.0744, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6863, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:39,770 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  101, train_loss:  12.1563, val_loss:  12.4285, grad_norm: 0.0047, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6628, 0.3085, 0.6555, param: [5.45310866 8.26858247 5.1985572  8.65990093], weights: [0.30302326 0.30920291 0.38777383], train_wt_loss:  36.4689, val_wt_loss: 37.2855, train_grp_loss: [11.81529815 13.07440599 10.71344474], val_grp_loss: [12.68648124 12.4519156  12.14633205], train_hist_grp_loss: [ 9.69397133 10.70337946 22.02460564], cur_train_grp_loss: [0.09452187 0.10459488 0.21427325], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6628, max_kl_dist_index: 0, max_train_grp_loss:  13.0744, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6865, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:40,788 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  102, train_loss:  12.1563, val_loss:  12.4286, grad_norm: 0.0047, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6629, 0.3085, 0.6555, param: [5.45319941 8.26829136 5.1991202  8.66087391], weights: [0.30272293 0.30895869 0.38831838], train_wt_loss:  36.4689, val_wt_loss: 37.2857, train_grp_loss: [11.81536214 13.07445281 10.71322667], val_grp_loss: [12.68664678 12.45197429 12.14632043], train_hist_grp_loss: [ 9.78849372 10.8079747  22.23887454], cur_train_grp_loss: [0.09452239 0.10459525 0.21426889], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6629, max_kl_dist_index: 0, max_train_grp_loss:  13.0745, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6866, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:41,799 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  103, train_loss:  12.1563, val_loss:  12.4286, grad_norm: 0.0048, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6630, 0.3085, 0.6556, param: [5.45328986 8.26800073 5.19968371 8.66184929], weights: [0.30242253 0.30871429 0.38886319], train_wt_loss:  36.4689, val_wt_loss: 37.2859, train_grp_loss: [11.81542532 13.07450089 10.71300815], val_grp_loss: [12.68681166 12.45203442 12.14630851], train_hist_grp_loss: [ 9.88301661 10.91257033 22.45313907], cur_train_grp_loss: [0.0945229  0.10459562 0.21426453], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6630, max_kl_dist_index: 0, max_train_grp_loss:  13.0745, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6868, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:42,822 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  104, train_loss:  12.1563, val_loss:  12.4287, grad_norm: 0.0048, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6630, 0.3086, 0.6557, param: [5.45338002 8.26771058 5.20024774 8.66282706], weights: [0.30212205 0.3084697  0.38940825], train_wt_loss:  36.4689, val_wt_loss: 37.2861, train_grp_loss: [11.81548769 13.07455024 10.71278918], val_grp_loss: [12.68697587 12.45209599 12.14629631], train_hist_grp_loss: [ 9.97754002 11.01716633 22.66739923], cur_train_grp_loss: [0.0945234  0.10459601 0.21426016], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6630, max_kl_dist_index: 0, max_train_grp_loss:  13.0746, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6870, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:43,861 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  105, train_loss:  12.1563, val_loss:  12.4288, grad_norm: 0.0049, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6631, 0.3086, 0.6557, param: [5.45346988 8.2674209  5.20081229 8.66380722], weights: [0.30182151 0.30822493 0.38995356], train_wt_loss:  36.4690, val_wt_loss: 37.2864, train_grp_loss: [11.81554926 13.07460086 10.71256977], val_grp_loss: [12.68713943 12.45215901 12.14628381], train_hist_grp_loss: [10.07206392 11.12176274 22.88165502], cur_train_grp_loss: [0.0945239  0.1045964  0.21425578], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6631, max_kl_dist_index: 0, max_train_grp_loss:  13.0746, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6871, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:44,895 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  106, train_loss:  12.1563, val_loss:  12.4289, grad_norm: 0.0050, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6632, 0.3086, 0.6558, param: [5.45355944 8.2671317  5.20137736 8.66478978], weights: [0.3015209  0.30797998 0.39049912], train_wt_loss:  36.4690, val_wt_loss: 37.2866, train_grp_loss: [11.81561003 13.07465275 10.71234991], val_grp_loss: [12.68730233 12.45222347 12.14627102], train_hist_grp_loss: [10.16658831 11.22635954 23.09590641], cur_train_grp_loss: [0.09452439 0.10459681 0.2142514 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6632, max_kl_dist_index: 0, max_train_grp_loss:  13.0747, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6873, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:45,941 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  107, train_loss:  12.1563, val_loss:  12.4289, grad_norm: 0.0050, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6632, 0.3087, 0.6559, param: [5.45364871 8.26684298 5.20194295 8.66577474], weights: [0.30122023 0.30773485 0.39104493], train_wt_loss:  36.4690, val_wt_loss: 37.2868, train_grp_loss: [11.81566999 13.07470591 10.7121296 ], val_grp_loss: [12.68746457 12.45228937 12.14625793], train_hist_grp_loss: [10.26111319 11.33095676 23.31015341], cur_train_grp_loss: [0.09452488 0.10459722 0.214247  ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6632, max_kl_dist_index: 0, max_train_grp_loss:  13.0747, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6875, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:46,962 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  108, train_loss:  12.1564, val_loss:  12.4290, grad_norm: 0.0051, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6633, 0.3087, 0.6559, param: [5.45373768 8.26655473 5.20250907 8.6667621 ], weights: [0.30091948 0.30748953 0.39159098], train_wt_loss:  36.4691, val_wt_loss: 37.2870, train_grp_loss: [11.81572914 13.07476034 10.71190885], val_grp_loss: [12.68762614 12.45235673 12.14624456], train_hist_grp_loss: [10.35563855 11.43555441 23.524396  ], cur_train_grp_loss: [0.09452536 0.10459765 0.21424259], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6633, max_kl_dist_index: 0, max_train_grp_loss:  13.0748, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6876, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:47,998 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  109, train_loss:  12.1564, val_loss:  12.4291, grad_norm: 0.0051, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6634, 0.3087, 0.6560, param: [5.45382635 8.26626696 5.2030757  8.66775185], weights: [0.30061867 0.30724404 0.39213728], train_wt_loss:  36.4691, val_wt_loss: 37.2872, train_grp_loss: [11.8157875  13.07481604 10.71168765], val_grp_loss: [12.68778706 12.45242553 12.1462309 ], train_hist_grp_loss: [10.45016439 11.54015249 23.73863418], cur_train_grp_loss: [0.09452583 0.10459808 0.21423818], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6634, max_kl_dist_index: 0, max_train_grp_loss:  13.0748, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6878, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:49,007 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  110, train_loss:  12.1564, val_loss:  12.4291, grad_norm: 0.0052, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6634, 0.3088, 0.6561, param: [5.45391473 8.26597966 5.20364286 8.66874401], weights: [0.3003178  0.30699837 0.39268383], train_wt_loss:  36.4691, val_wt_loss: 37.2874, train_grp_loss: [11.81584505 13.07487301 10.71146601], val_grp_loss: [12.68794732 12.45249578 12.14621695], train_hist_grp_loss: [10.54469069 11.64475102 23.95286793], cur_train_grp_loss: [0.0945263  0.10459853 0.21423375], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6634, max_kl_dist_index: 0, max_train_grp_loss:  13.0749, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6879, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:50,042 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  111, train_loss:  12.1564, val_loss:  12.4292, grad_norm: 0.0052, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6635, 0.3088, 0.6561, param: [5.4540028  8.26569283 5.20421054 8.66973858], weights: [0.30001686 0.30675252 0.39323062], train_wt_loss:  36.4692, val_wt_loss: 37.2877, train_grp_loss: [11.81590179 13.07493126 10.71124392], val_grp_loss: [12.68810692 12.45256748 12.1462027 ], train_hist_grp_loss: [10.63921745 11.74935001 24.16709725], cur_train_grp_loss: [0.09452676 0.10459898 0.21422932], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6635, max_kl_dist_index: 0, max_train_grp_loss:  13.0749, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6881, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:51,072 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  112, train_loss:  12.1564, val_loss:  12.4293, grad_norm: 0.0053, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6636, 0.3089, 0.6562, param: [5.45409057 8.26540647 5.20477874 8.67073555], weights: [0.29971585 0.3065065  0.39377765], train_wt_loss:  36.4692, val_wt_loss: 37.2879, train_grp_loss: [11.81595774 13.07499078 10.71102139], val_grp_loss: [12.68826587 12.45264063 12.14618817], train_hist_grp_loss: [10.73374466 11.85394946 24.38132213], cur_train_grp_loss: [0.09452721 0.10459945 0.21422488], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6636, max_kl_dist_index: 0, max_train_grp_loss:  13.0750, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6883, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:52,130 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  113, train_loss:  12.1564, val_loss:  12.4294, grad_norm: 0.0054, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6636, 0.3089, 0.6563, param: [5.45417805 8.26512059 5.20534747 8.67173493], weights: [0.29941478 0.3062603  0.39432492], train_wt_loss:  36.4692, val_wt_loss: 37.2881, train_grp_loss: [11.81601288 13.07505158 10.7107984 ], val_grp_loss: [12.68842416 12.45271523 12.14617335], train_hist_grp_loss: [10.82827232 11.95854938 24.59554256], cur_train_grp_loss: [0.09452766 0.10459993 0.21422043], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6636, max_kl_dist_index: 0, max_train_grp_loss:  13.0751, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6884, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:53,192 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  114, train_loss:  12.1564, val_loss:  12.4294, grad_norm: 0.0054, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6637, 0.3089, 0.6563, param: [5.45426522 8.26483517 5.20591673 8.67273671], weights: [0.29911365 0.30601392 0.39487243], train_wt_loss:  36.4693, val_wt_loss: 37.2883, train_grp_loss: [11.81606723 13.07511365 10.71057498], val_grp_loss: [12.68858179 12.45279128 12.14615825], train_hist_grp_loss: [10.92280043 12.0631498  24.80975853], cur_train_grp_loss: [0.0945281  0.10460041 0.21421597], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6637, max_kl_dist_index: 0, max_train_grp_loss:  13.0751, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6886, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:54,284 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  115, train_loss:  12.1564, val_loss:  12.4295, grad_norm: 0.0055, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6638, 0.3090, 0.6564, param: [5.4543521  8.26455022 5.20648651 8.67374091], weights: [0.29881245 0.30576736 0.39542018], train_wt_loss:  36.4693, val_wt_loss: 37.2885, train_grp_loss: [11.81612077 13.075177   10.71035111], val_grp_loss: [12.68873876 12.45286878 12.14614285], train_hist_grp_loss: [11.01732896 12.16775071 25.02397003], cur_train_grp_loss: [0.09452854 0.10460091 0.2142115 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6638, max_kl_dist_index: 0, max_train_grp_loss:  13.0752, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6887, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:55,305 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  116, train_loss:  12.1564, val_loss:  12.4296, grad_norm: 0.0055, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6639, 0.3090, 0.6565, param: [5.45443867 8.26426574 5.20705681 8.67474752], weights: [0.2985112  0.30552064 0.39596817], train_wt_loss:  36.4693, val_wt_loss: 37.2887, train_grp_loss: [11.81617351 13.07524162 10.71012679], val_grp_loss: [12.68889507 12.45294774 12.14612717], train_hist_grp_loss: [11.11185793 12.27235212 25.23817705], cur_train_grp_loss: [0.09452897 0.10460142 0.21420702], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6639, max_kl_dist_index: 0, max_train_grp_loss:  13.0752, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6889, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:56,325 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  117, train_loss:  12.1565, val_loss:  12.4297, grad_norm: 0.0056, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6639, 0.3090, 0.6565, param: [5.45452494 8.26398172 5.20762765 8.67575654], weights: [0.29820988 0.30527373 0.39651639], train_wt_loss:  36.4694, val_wt_loss: 37.2890, train_grp_loss: [11.81622546 13.07530753 10.70990203], val_grp_loss: [12.68905074 12.45302815 12.1461112 ], train_hist_grp_loss: [11.20638732 12.37695405 25.45237959], cur_train_grp_loss: [0.09452939 0.10460193 0.21420254], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6639, max_kl_dist_index: 0, max_train_grp_loss:  13.0753, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6891, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:57,359 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  118, train_loss:  12.1565, val_loss:  12.4297, grad_norm: 0.0056, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6640, 0.3091, 0.6566, param: [5.45461091 8.26369817 5.20819901 8.67676798], weights: [0.2979085  0.30502666 0.39706484], train_wt_loss:  36.4694, val_wt_loss: 37.2892, train_grp_loss: [11.8162766  13.07537471 10.70967682], val_grp_loss: [12.68920574 12.45311001 12.14609495], train_hist_grp_loss: [11.30091712 12.48155651 25.66657763], cur_train_grp_loss: [0.0945298  0.10460246 0.21419804], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6640, max_kl_dist_index: 0, max_train_grp_loss:  13.0754, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6892, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:58,407 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  119, train_loss:  12.1565, val_loss:  12.4298, grad_norm: 0.0057, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6641, 0.3091, 0.6567, param: [5.45469658 8.26341509 5.2087709  8.67778183], weights: [0.29760706 0.30477941 0.39761353], train_wt_loss:  36.4694, val_wt_loss: 37.2894, train_grp_loss: [11.81632695 13.07544316 10.70945117], val_grp_loss: [12.68936009 12.45319334 12.14607841], train_hist_grp_loss: [11.39544733 12.58615951 25.88077116], cur_train_grp_loss: [0.09453021 0.104603   0.21419354], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6641, max_kl_dist_index: 0, max_train_grp_loss:  13.0754, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6894, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:59,437 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  120, train_loss:  12.1565, val_loss:  12.4299, grad_norm: 0.0058, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6641, 0.3092, 0.6567, param: [5.45478195 8.26313246 5.20934331 8.67879811], weights: [0.29730556 0.30453199 0.39816245], train_wt_loss:  36.4695, val_wt_loss: 37.2896, train_grp_loss: [11.81637649 13.0755129  10.70922507], val_grp_loss: [12.68951379 12.45327811 12.14606158], train_hist_grp_loss: [11.48997795 12.69076306 26.09496019], cur_train_grp_loss: [0.09453062 0.10460355 0.21418902], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6641, max_kl_dist_index: 0, max_train_grp_loss:  13.0755, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6895, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:40:00,463 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  121, train_loss:  12.1565, val_loss:  12.4300, grad_norm: 0.0058, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6642, 0.3092, 0.6568, param: [5.45486701 8.2628503  5.20991626 8.6798168 ], weights: [0.29700401 0.3042844  0.3987116 ], train_wt_loss:  36.4695, val_wt_loss: 37.2899, train_grp_loss: [11.81642525 13.07558392 10.70899853], val_grp_loss: [12.68966683 12.45336435 12.14604447], train_hist_grp_loss: [11.58450896 12.79536716 26.30914469], cur_train_grp_loss: [0.09453101 0.1046041  0.2141845 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6642, max_kl_dist_index: 0, max_train_grp_loss:  13.0756, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6897, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:40:01,496 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  122, train_loss:  12.1565, val_loss:  12.4300, grad_norm: 0.0059, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6643, 0.3092, 0.6569, param: [5.45495177 8.26256861 5.21048974 8.68083791], weights: [0.29670239 0.30403664 0.39926097], train_wt_loss:  36.4695, val_wt_loss: 37.2901, train_grp_loss: [11.8164732  13.07565622 10.70877154], val_grp_loss: [12.68981922 12.45345204 12.14602708], train_hist_grp_loss: [11.67904036 12.89997183 26.52332466], cur_train_grp_loss: [0.0945314  0.10460467 0.21417997], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6643, max_kl_dist_index: 0, max_train_grp_loss:  13.0757, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6898, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
