2024-09-17 14:50:27,038 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:198] - INFO: Logging to log_rdpo/2024_09_17_14_50_24/swapped_noise1.0_[1,1,1]_2021
2024-09-17 14:50:27,040 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: (IB) Seed: 2021
2024-09-17 14:50:27,041 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Data: 300
2024-09-17 14:50:27,214 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:296] - INFO: MLE reward loss: 0.3566, l2 distance: 29.5613, acc: 0.82.
2024-09-17 14:50:27,215 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-09-17 14:50:27,216 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: MLE reward parameter: [12.9300958   5.57206545 13.55993407  6.18568546]
2024-09-17 14:50:27,450 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:313] - INFO: Learned oracle reward: 3.5203, 3.8700, 3.1356
2024-09-17 14:50:27,867 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1297] - INFO: unique_group_ids: {0, 1, 2}
2024-09-17 14:50:28,492 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  0, train_loss:  0.0017, val_loss:  0.0005, grad_norm: 0.0310, live_grad: 0.0000, reward_err: 0.1132, 0.0010, 0.0692, KL_dist: 0.2104, 0.0058, 0.1125, param: [2.9868533  1.21238081 2.67089149 0.51614833], weights: [0.33374103 0.33272764 0.33353132], train_wt_loss:  0.5107, val_wt_loss: 0.5256, train_grp_loss: [0.64781343 0.34361164 0.58492129], val_grp_loss: [0.6346728  0.35784096 0.59480549], train_hist_grp_loss: [0.64786126 0.343753   0.58500575], cur_train_grp_loss: [0.64786126 0.343753   0.58500575], max_reward_err:  0.1132, max_reward_err_index: 0, max_kl_dist:  0.2104, max_kl_dist_index: 0, max_train_grp_loss:  0.6478, max_train_grp_loss_index: 0, max_val_grp_loss:  0.6347, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.6479, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:11,802 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10300, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0266, live_grad: 0.0000, reward_err: 0.0525, 0.0283, 0.0207, KL_dist: 0.8380, 0.7028, 0.7124, param: [8.12023598 6.36529149 6.79183863 6.44155558], weights: [7.24846677e-01 2.75000737e-01 1.52585869e-04], train_wt_loss:  0.5781, val_wt_loss: 0.4288, train_grp_loss: [0.48672039 0.39880121 0.37036911], val_grp_loss: [0.46559005 0.30758097 0.39699403], train_hist_grp_loss: [5177.80008676 5080.88144921 4331.2012948 ], cur_train_grp_loss: [0.48670336 0.39887753 0.37036445], max_reward_err:  0.0525, max_reward_err_index: 0, max_kl_dist:  0.8380, max_kl_dist_index: 0, max_train_grp_loss:  0.4867, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4656, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4867, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:14,595 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10400, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0262, live_grad: 0.0000, reward_err: 0.0545, 0.0278, 0.0220, KL_dist: 0.8464, 0.7018, 0.7184, param: [8.17396616 6.33535643 6.83950072 6.41418323], weights: [7.42834038e-01 2.57026844e-01 1.39117593e-04], train_wt_loss:  0.5793, val_wt_loss: 0.4311, train_grp_loss: [0.4881736  0.39223235 0.37071624], val_grp_loss: [0.46692936 0.3026116  0.39734718], train_hist_grp_loss: [5226.54819467 5120.41898258 4368.25735828], cur_train_grp_loss: [0.48816152 0.39228776 0.37071394], max_reward_err:  0.0545, max_reward_err_index: 0, max_kl_dist:  0.8464, max_kl_dist_index: 0, max_train_grp_loss:  0.4882, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4669, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4882, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:17,420 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10500, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0259, live_grad: 0.0000, reward_err: 0.0553, 0.0278, 0.0225, KL_dist: 0.8536, 0.7023, 0.7238, param: [8.21865978 6.31833134 6.87842132 6.40043508], weights: [7.61264374e-01 2.38608913e-01 1.26713497e-04], train_wt_loss:  0.5811, val_wt_loss: 0.4337, train_grp_loss: [0.48913303 0.3877073  0.37082583], val_grp_loss: [0.46780134 0.29912808 0.39747046], train_hist_grp_loss: [5275.41712226 5159.40163842 4405.33638552], cur_train_grp_loss: [0.48912585 0.38774279 0.37082591], max_reward_err:  0.0553, max_reward_err_index: 0, max_kl_dist:  0.8536, max_kl_dist_index: 0, max_train_grp_loss:  0.4891, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4678, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4891, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:20,224 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10600, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0257, live_grad: 0.0000, reward_err: 0.0559, 0.0278, 0.0230, KL_dist: 0.8597, 0.7041, 0.7287, param: [8.25474301 6.31379896 6.90899644 6.39980272], weights: [7.79503525e-01 2.20381239e-01 1.15235601e-04], train_wt_loss:  0.5832, val_wt_loss: 0.4365, train_grp_loss: [0.48961322 0.38510921 0.37070122], val_grp_loss: [0.46821853 0.29703907 0.39736711], train_hist_grp_loss: [5324.35809153 5198.02826557 4442.41471628], cur_train_grp_loss: [0.48961071 0.3851261  0.37070359], max_reward_err:  0.0559, max_reward_err_index: 0, max_kl_dist:  0.8597, max_kl_dist_index: 0, max_train_grp_loss:  0.4896, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4682, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4896, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:23,002 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10700, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0256, live_grad: 0.0000, reward_err: 0.0559, 0.0278, 0.0230, KL_dist: 0.8647, 0.7072, 0.7330, param: [8.28280286 6.32104406 6.93178794 6.4114844 ], weights: [7.97037653e-01 2.02857750e-01 1.04596185e-04], train_wt_loss:  0.5853, val_wt_loss: 0.4391, train_grp_loss: [0.48964127 0.38429718 0.37035337], val_grp_loss: [0.46820587 0.29623877 0.39704778], train_hist_grp_loss: [5373.32443004 5236.48473755 4479.46941762], cur_train_grp_loss: [0.48964311 0.38429695 0.3703579 ], max_reward_err:  0.0559, max_reward_err_index: 0, max_kl_dist:  0.8647, max_kl_dist_index: 0, max_train_grp_loss:  0.4896, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4682, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4896, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:25,782 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10800, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0256, live_grad: 0.0000, reward_err: 0.0559, 0.0278, 0.0230, KL_dist: 0.8686, 0.7114, 0.7368, param: [8.30353295 6.33914166 6.94746911 6.43447504], weights: [8.13482215e-01 1.86423044e-01 9.47405708e-05], train_wt_loss:  0.5873, val_wt_loss: 0.4415, train_grp_loss: [0.48925331 0.38511691 0.3697989 ], val_grp_loss: [0.46779725 0.29661424 0.39652855], train_hist_grp_loss: [5422.27265132 5274.94209726 4516.47894923], cur_train_grp_loss: [0.48925911 0.38510115 0.3698054 ], max_reward_err:  0.0559, max_reward_err_index: 0, max_kl_dist:  0.8686, max_kl_dist_index: 0, max_train_grp_loss:  0.4893, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4678, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4893, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:28,556 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  10900, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0257, live_grad: 0.0000, reward_err: 0.0555, 0.0278, 0.0227, KL_dist: 0.8717, 0.7167, 0.7402, param: [8.31768672 6.36703635 6.95677713 6.46764608], weights: [8.28577047e-01 1.71337320e-01 8.56329003e-05], train_wt_loss:  0.5889, val_wt_loss: 0.4436, train_grp_loss: [0.48849119 0.38740867 0.36905824], val_grp_loss: [0.46703234 0.29805057 0.39582922], train_hist_grp_loss: [5471.16319096 5313.55563281 4553.42363617], cur_train_grp_loss: [0.48850052 0.387379   0.36906649], max_reward_err:  0.0555, max_reward_err_index: 0, max_kl_dist:  0.8717, max_kl_dist_index: 0, max_train_grp_loss:  0.4885, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4670, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4885, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:31,371 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11000, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0259, live_grad: 0.0000, reward_err: 0.0548, 0.0278, 0.0222, KL_dist: 0.8740, 0.7228, 0.7432, param: [8.32603951 6.40360867 6.96047429 6.5098117 ], weights: [8.42171208e-01 1.57751546e-01 7.72455942e-05], train_wt_loss:  0.5902, val_wt_loss: 0.4452, train_grp_loss: [0.4873997  0.391013   0.36815393], val_grp_loss: [0.46595381 0.3004344  0.39497162], train_hist_grp_loss: [5519.960836   5352.46463362 4590.28596333], cur_train_grp_loss: [0.4874121  0.39097098 0.3681637 ], max_reward_err:  0.0548, max_reward_err_index: 0, max_kl_dist:  0.8740, max_kl_dist_index: 0, max_train_grp_loss:  0.4874, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4660, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4874, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:34,132 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11100, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0262, live_grad: 0.0000, reward_err: 0.0545, 0.0280, 0.0220, KL_dist: 0.8756, 0.7298, 0.7459, param: [8.32935998 6.44772676 6.95931845 6.55977986], weights: [8.54202016e-01 1.45728431e-01 6.95524518e-05], train_wt_loss:  0.5911, val_wt_loss: 0.4464, train_grp_loss: [0.48602429 0.39577435 0.36710929], val_grp_loss: [0.46460511 0.30365603 0.39397831], train_hist_grp_loss: [5568.63490121 5391.79261244 4627.05071849], cur_train_grp_loss: [0.48603931 0.3957215  0.36712035], max_reward_err:  0.0545, max_reward_err_index: 0, max_kl_dist:  0.8756, max_kl_dist_index: 0, max_train_grp_loss:  0.4860, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4646, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4860, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:36,940 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11200, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0265, live_grad: 0.0000, reward_err: 0.0525, 0.0286, 0.0207, KL_dist: 0.8767, 0.7375, 0.7484, param: [8.3283903  6.49828353 6.95404236 6.61638859], weights: [8.64672353e-01 1.35265122e-01 6.25248437e-05], train_wt_loss:  0.5915, val_wt_loss: 0.4472, train_grp_loss: [0.48440949 0.4015433  0.36594739], val_grp_loss: [0.46302889 0.30761053 0.39287163], train_hist_grp_loss: [5617.15921181 5431.64781855 4663.70501629], cur_train_grp_loss: [0.48442668 0.40148109 0.36595952], max_reward_err:  0.0525, max_reward_err_index: 0, max_kl_dist:  0.8767, max_kl_dist_index: 0, max_train_grp_loss:  0.4844, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4630, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4844, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:39,727 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11300, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0269, live_grad: 0.0000, reward_err: 0.0521, 0.0293, 0.0204, KL_dist: 0.8774, 0.7459, 0.7507, param: [8.32383404 6.55422068 6.94534089 6.67852917], weights: [8.73629266e-01 1.26314604e-01 5.61302139e-05], train_wt_loss:  0.5915, val_wt_loss: 0.4475, train_grp_loss: [0.48259776 0.40817749 0.36469036], val_grp_loss: [0.46126587 0.31219807 0.39167298], train_hist_grp_loss: [5665.51195066 5472.12390503 4700.23823618], cur_train_grp_loss: [0.48261672 0.40810732 0.36470333], max_reward_err:  0.0521, max_reward_err_index: 0, max_kl_dist:  0.8774, max_kl_dist_index: 0, max_train_grp_loss:  0.4826, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4613, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4826, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:42,496 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11400, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0273, live_grad: 0.0000, reward_err: 0.0507, 0.0298, 0.0194, KL_dist: 0.8779, 0.7549, 0.7530, param: [8.31635034 6.61454177 6.93386468 6.74515832], weights: [8.81145654e-01 1.18804014e-01 5.03321004e-05], train_wt_loss:  0.5911, val_wt_loss: 0.4475, train_grp_loss: [0.48062894 0.41554174 0.36335894], val_grp_loss: [0.45935423 0.3173237  0.39040243], train_hist_grp_loss: [5713.67542085 5513.30064649 4736.64190418], cur_train_grp_loss: [0.48064928 0.41546491 0.36337255], max_reward_err:  0.0507, max_reward_err_index: 0, max_kl_dist:  0.8779, max_kl_dist_index: 0, max_train_grp_loss:  0.4806, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4594, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4806, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:45,304 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11500, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0277, live_grad: 0.0000, reward_err: 0.0498, 0.0302, 0.0188, KL_dist: 0.8781, 0.7644, 0.7552, param: [8.30655289 6.67831684 6.9202187  6.81530198], weights: [8.87305741e-01 1.12649168e-01 4.50910000e-05], train_wt_loss:  0.5904, val_wt_loss: 0.4471, train_grp_loss: [0.47853996 0.42350746 0.36197228], val_grp_loss: [0.45732935 0.32289678 0.3890785 ], train_hist_grp_loss: [5761.63576546 5555.24463204 4772.90954317], cur_train_grp_loss: [0.47856133 0.42342524 0.36198636], max_reward_err:  0.0498, max_reward_err_index: 0, max_kl_dist:  0.8781, max_kl_dist_index: 0, max_train_grp_loss:  0.4785, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4573, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4786, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:48,157 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11600, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0281, live_grad: 0.0000, reward_err: 0.0487, 0.0311, 0.0180, KL_dist: 0.8782, 0.7742, 0.7574, param: [8.29501237 6.74468074 6.90496453 6.8880528 ], weights: [8.92194306e-01 1.07765329e-01 4.03655850e-05], train_wt_loss:  0.5895, val_wt_loss: 0.4465, train_grp_loss: [0.47636485 0.4319517  0.36054792], val_grp_loss: [0.45522379 0.32883015 0.38771813], train_hist_grp_loss: [5809.38267632 5598.00988054 4809.03651098], cur_train_grp_loss: [0.47638692 0.43186528 0.3605623 ], max_reward_err:  0.0487, max_reward_err_index: 0, max_kl_dist:  0.8782, max_kl_dist_index: 0, max_train_grp_loss:  0.4764, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4552, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4764, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:50,986 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11700, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0286, live_grad: 0.0000, reward_err: 0.0482, 0.0311, 0.0176, KL_dist: 0.8784, 0.7844, 0.7597, param: [8.28226131 6.81282713 6.88862492 6.96256351], weights: [8.95889176e-01 1.04074710e-01 3.61139513e-05], train_wt_loss:  0.5883, val_wt_loss: 0.4457, train_grp_loss: [0.47413498 0.44075587 0.35910183], val_grp_loss: [0.4530675  0.33503914 0.38633676], train_hist_grp_loss: [5856.90911456 5641.63834316 4845.01984017], cur_train_grp_loss: [0.47415745 0.44066643 0.35911635], max_reward_err:  0.0482, max_reward_err_index: 0, max_kl_dist:  0.8784, max_kl_dist_index: 0, max_train_grp_loss:  0.4741, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4531, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4742, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:53,811 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11800, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0290, live_grad: 0.0000, reward_err: 0.0473, 0.0318, 0.0170, KL_dist: 0.8785, 0.7949, 0.7620, param: [8.26880031 6.8819998  6.87168996 7.03803742], weights: [8.98456388e-01 1.01511318e-01 3.22947200e-05], train_wt_loss:  0.5870, val_wt_loss: 0.4446, train_grp_loss: [0.47187936 0.44980435 0.35764856], val_grp_loss: [0.45088811 0.34144055 0.38494843], train_hist_grp_loss: [5904.21105824 5686.16027113 4880.85808881], cur_train_grp_loss: [0.47190195 0.44971303 0.35766308], max_reward_err:  0.0473, max_reward_err_index: 0, max_kl_dist:  0.8785, max_kl_dist_index: 0, max_train_grp_loss:  0.4719, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4509, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4719, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:56,580 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  11900, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0295, live_grad: 0.0000, reward_err: 0.0460, 0.0324, 0.0162, KL_dist: 0.8788, 0.8055, 0.7645, param: [8.25510509 6.95148241 6.85462399 7.11371755], weights: [8.99947369e-01 1.00023763e-01 2.88679154e-05], train_wt_loss:  0.5857, val_wt_loss: 0.4435, train_grp_loss: [0.46962504 0.45898294 0.35620144], val_grp_loss: [0.44871129 0.3479515  0.38356603], train_hist_grp_loss: [5951.2872863  5731.59443689 4916.55120843], cur_train_grp_loss: [0.4696475  0.45889089 0.35621584], max_reward_err:  0.0460, max_reward_err_index: 0, max_kl_dist:  0.8788, max_kl_dist_index: 0, max_train_grp_loss:  0.4696, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4487, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4696, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:55:59,395 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12000, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0299, live_grad: 0.0000, reward_err: 0.0456, 0.0332, 0.0160, KL_dist: 0.8792, 0.8162, 0.7672, param: [8.24163373 7.02058757 6.83787282 7.18887515], weights: [9.00397670e-01 9.95765339e-02 2.57956039e-05], train_wt_loss:  0.5843, val_wt_loss: 0.4423, train_grp_loss: [0.46739756 0.46817743 0.3547728 ], val_grp_loss: [0.44656119 0.35448837 0.38220145], train_hist_grp_loss: [5998.13920359 5777.94820474 4952.10043208], cur_train_grp_loss: [0.46741962 0.46808579 0.35478696], max_reward_err:  0.0456, max_reward_err_index: 0, max_kl_dist:  0.8792, max_kl_dist_index: 0, max_train_grp_loss:  0.4682, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4466, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4681, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:56:02,188 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12100, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0303, live_grad: 0.0000, reward_err: 0.0444, 0.0334, 0.0153, KL_dist: 0.8798, 0.8269, 0.7699, param: [8.22883374 7.088646   6.8218707  7.2627983 ], weights: [8.99826879e-01 1.00150079e-01 2.30423176e-05], train_wt_loss:  0.5830, val_wt_loss: 0.4410, train_grp_loss: [0.46522131 0.4772721  0.35337417], val_grp_loss: [0.4444608  0.36096582 0.38086582], train_hist_grp_loss: [6044.77070846 5825.21745439 4987.50818388], cur_train_grp_loss: [0.46524274 0.47718204 0.35338797], max_reward_err:  0.0444, max_reward_err_index: 0, max_kl_dist:  0.8798, max_kl_dist_index: 0, max_train_grp_loss:  0.4773, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4445, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4772, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:56:05,023 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12200, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0307, live_grad: 0.0000, reward_err: 0.0440, 0.0347, 0.0150, KL_dist: 0.8807, 0.8375, 0.7729, param: [8.21714855 7.15499644 6.80704682 7.33478136], weights: [8.98239536e-01 1.01739888e-01 2.05752961e-05], train_wt_loss:  0.5818, val_wt_loss: 0.4397, train_grp_loss: [0.46311999 0.4861485  0.35201649], val_grp_loss: [0.44243238 0.36729583 0.3795697 ], train_hist_grp_loss: [6091.18810175 5873.38636809 5022.77801007], cur_train_grp_loss: [0.46314055 0.48606121 0.35202983], max_reward_err:  0.0440, max_reward_err_index: 0, max_kl_dist:  0.8807, max_kl_dist_index: 0, max_train_grp_loss:  0.4861, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4424, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4861, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:56:07,834 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12300, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0311, live_grad: 0.0000, reward_err: 0.0438, 0.0353, 0.0149, KL_dist: 0.8818, 0.8478, 0.7760, param: [8.20702299 7.21897669 6.79383075 7.40411582], weights: [8.95627032e-01 1.04354603e-01 1.83645892e-05], train_wt_loss:  0.5808, val_wt_loss: 0.4385, train_grp_loss: [0.46111694 0.49468437 0.3507103 ], val_grp_loss: [0.44049775 0.37338702 0.37832326], train_hist_grp_loss: [6137.40003364 5922.4271015  5057.91453   ], cur_train_grp_loss: [0.4611364  0.4946011  0.35072307], max_reward_err:  0.0438, max_reward_err_index: 0, max_kl_dist:  0.8818, max_kl_dist_index: 0, max_train_grp_loss:  0.4947, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4405, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4946, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:56:10,604 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12400, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0315, live_grad: 0.0000, reward_err: 0.0438, 0.0369, 0.0149, KL_dist: 0.8833, 0.8579, 0.7792, param: [8.19890735 7.27991674 6.78265655 7.47008336], weights: [8.91970571e-01 1.08013046e-01 1.63830562e-05], train_wt_loss:  0.5799, val_wt_loss: 0.4373, train_grp_loss: [0.45923543 0.50275304 0.34946592], val_grp_loss: [0.43867862 0.37914425 0.37713648], train_hist_grp_loss: [6183.41748282 5972.29937021 5092.92340525], cur_train_grp_loss: [0.45925357 0.50267509 0.34947802], max_reward_err:  0.0438, max_reward_err_index: 0, max_kl_dist:  0.8833, max_kl_dist_index: 0, max_train_grp_loss:  0.5028, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4387, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5027, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:56:13,368 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  12500, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0318, live_grad: 0.0000, reward_err: 0.0416, 0.0377, 0.0136, KL_dist: 0.8850, 0.8675, 0.7826, param: [8.19325928 7.3371346  6.77396487 7.53195201], weights: [8.87245423e-01 1.12739971e-01 1.46062942e-05], train_wt_loss:  0.5793, val_wt_loss: 0.4362, train_grp_loss: [0.45749886 0.51022338 0.34829357], val_grp_loss: [0.43699677 0.38446864 0.37601922], train_hist_grp_loss: [6229.2537598  6022.94999903 5127.81132343], cur_train_grp_loss: [0.45751543 0.51015208 0.34830491], max_reward_err:  0.0416, max_reward_err_index: 0, max_kl_dist:  0.8850, max_kl_dist_index: 0, max_train_grp_loss:  0.5102, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4370, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5102, max_cur_train_grp_loss_index: 1, 
