2024-10-07 00:41:28,559 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.02,2022
2024-10-07 00:41:28,561 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 00:41:28,562 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:41:28,653 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 00:41:28,654 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:41:28,655 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 00:41:28,873 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 00:41:29,106 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:41:30,371 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2619, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6506, 0.3478, 0.6807, param: [4.1508262  9.52426175 4.95548794 8.85653162], weights: [0.33267478 0.33275415 0.33457107], train_wt_loss:  40.3003, val_wt_loss: 36.7857, train_grp_loss: [11.73538699 15.8963272  11.15342789], val_grp_loss: [10.62053484 14.91092252 11.27012295], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6807, max_kl_dist_index: 2, max_train_grp_loss:  15.8963, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9109, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:18,457 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  103, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0027, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6507, 0.3470, 0.6801, param: [4.1503794  9.47474165 4.98444872 8.88549587], weights: [0.29328836 0.31100166 0.39570998], train_wt_loss:  40.3007, val_wt_loss: 36.7809, train_grp_loss: [11.76087268 15.86959748 11.1604909 ], val_grp_loss: [10.63856774 14.87700233 11.28096311], train_hist_grp_loss: [ 9.93241007 12.86450736 24.9086745 ], cur_train_grp_loss: [0.09484463 0.12302119 0.23745679], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8696, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8770, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:19,503 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  104, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6507, 0.3470, 0.6801, param: [4.15032543 9.47436705 4.98469191 8.88589298], weights: [0.29290595 0.31077122 0.39632283], train_wt_loss:  40.3007, val_wt_loss: 36.7809, train_grp_loss: [11.76100881 15.86946453 11.16051153], val_grp_loss: [10.63864475 14.87686276 11.28103131], train_hist_grp_loss: [10.02725581 12.9875275  25.14613175], cur_train_grp_loss: [0.09484575 0.12302014 0.23745725], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8695, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8769, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:20,565 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  105, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6507, 0.3470, 0.6801, param: [4.15027048 9.47399451 4.98493435 8.88629237], weights: [0.29252358 0.31054044 0.39693598], train_wt_loss:  40.3007, val_wt_loss: 36.7809, train_grp_loss: [11.76114276 15.86933406 11.16053121], val_grp_loss: [10.63871983 14.87672691 11.28109878], train_hist_grp_loss: [10.12210266 13.1105466  25.38358945], cur_train_grp_loss: [0.09484685 0.1230191  0.23745769], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8693, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8767, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:21,607 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  106, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6507, 0.3470, 0.6801, param: [4.15021456 9.47362402 4.98517601 8.88669404], weights: [0.29214123 0.31030933 0.39754944], train_wt_loss:  40.3007, val_wt_loss: 36.7809, train_grp_loss: [11.76127451 15.86920606 11.16054995], val_grp_loss: [10.63879299 14.87659477 11.28116552], train_hist_grp_loss: [10.21695058 13.23356469 25.62104756], cur_train_grp_loss: [0.09484793 0.12301809 0.23745811], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8692, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8766, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:22,651 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  107, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6508, 0.3470, 0.6801, param: [4.15015768 9.47325558 4.98541691 8.88709799], weights: [0.29175892 0.31007788 0.3981632 ], train_wt_loss:  40.3007, val_wt_loss: 36.7809, train_grp_loss: [11.76140407 15.86908053 11.16056774], val_grp_loss: [10.63886422 14.87646635 11.28123152], train_hist_grp_loss: [10.31179957 13.35658179 25.85850607], cur_train_grp_loss: [0.09484899 0.1230171  0.23745851], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8691, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8765, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:23,695 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  108, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6508, 0.3470, 0.6801, param: [4.15009982 9.47288921 4.98565705 8.88750421], weights: [0.29137664 0.30984609 0.39877727], train_wt_loss:  40.3007, val_wt_loss: 36.7809, train_grp_loss: [11.76153144 15.86895747 11.16058459], val_grp_loss: [10.63893353 14.87634164 11.28129679], train_hist_grp_loss: [10.40664961 13.47959792 26.09596495], cur_train_grp_loss: [0.09485003 0.12301613 0.23745889], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8690, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8763, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:24,743 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  109, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6508, 0.3470, 0.6801, param: [4.150041   9.47252488 4.98589642 8.88791272], weights: [0.2909944  0.30961397 0.39939164], train_wt_loss:  40.3007, val_wt_loss: 36.7809, train_grp_loss: [11.76165661 15.86883689 11.16060049], val_grp_loss: [10.6390009  14.87622065 11.28136133], train_hist_grp_loss: [10.50150067 13.6026131  26.3334242 ], cur_train_grp_loss: [0.09485106 0.12301517 0.23745925], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8688, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8762, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:25,807 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  110, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6508, 0.3470, 0.6802, param: [4.14998121 9.47216262 4.98613502 8.88832351], weights: [0.29061219 0.30938151 0.4000063 ], train_wt_loss:  40.3007, val_wt_loss: 36.7809, train_grp_loss: [11.76177958 15.86871879 11.16061544], val_grp_loss: [10.63906635 14.87610339 11.28142512], train_hist_grp_loss: [10.59635273 13.72562734 26.57088379], cur_train_grp_loss: [0.09485207 0.12301424 0.23745958], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8687, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8761, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:26,841 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  111, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6508, 0.3470, 0.6802, param: [4.14992044 9.4718024  4.98637285 8.88873658], weights: [0.29023001 0.30914872 0.40062127], train_wt_loss:  40.3008, val_wt_loss: 36.7809, train_grp_loss: [11.76190036 15.86860317 11.16062944], val_grp_loss: [10.63912987 14.87598984 11.28148819], train_hist_grp_loss: [10.6912058  13.84864066 26.80834369], cur_train_grp_loss: [0.09485306 0.12301332 0.2374599 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8686, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8760, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:27,879 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  112, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6508, 0.3470, 0.6802, param: [4.14985871 9.47144424 4.98660991 8.88915194], weights: [0.28984788 0.3089156  0.40123653], train_wt_loss:  40.3008, val_wt_loss: 36.7810, train_grp_loss: [11.76201894 15.86849002 11.16064249], val_grp_loss: [10.63919145 14.87588002 11.28155051], train_hist_grp_loss: [10.78605983 13.97165309 27.04580389], cur_train_grp_loss: [0.09485404 0.12301243 0.2374602 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8685, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8759, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:28,946 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  113, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0030, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6508, 0.3470, 0.6802, param: [4.149796   9.47108814 4.98684619 8.88956958], weights: [0.28946578 0.30868214 0.40185208], train_wt_loss:  40.3008, val_wt_loss: 36.7810, train_grp_loss: [11.76213532 15.86837935 11.1606546 ], val_grp_loss: [10.63925111 14.87577392 11.2816121 ], train_hist_grp_loss: [10.88091482 14.09466464 27.28326437], cur_train_grp_loss: [0.09485499 0.12301155 0.23746048], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8684, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8758, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:29,947 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  114, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0030, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6508, 0.3470, 0.6802, param: [4.14973232 9.47073409 4.98708171 8.8899895 ], weights: [0.28908372 0.30844835 0.40246793], train_wt_loss:  40.3008, val_wt_loss: 36.7810, train_grp_loss: [11.7622495  15.86827116 11.16066576], val_grp_loss: [10.63930883 14.87567154 11.28167296], train_hist_grp_loss: [10.97577075 14.21767533 27.5207251 ], cur_train_grp_loss: [0.09485593 0.12301069 0.23746074], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8683, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8757, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:30,945 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  115, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0030, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6509, 0.3470, 0.6802, param: [4.14966767 9.4703821  4.98731645 8.89041171], weights: [0.2887017  0.30821424 0.40308406], train_wt_loss:  40.3008, val_wt_loss: 36.7810, train_grp_loss: [11.76236147 15.86816545 11.16067596], val_grp_loss: [10.63936462 14.87557289 11.28173307], train_hist_grp_loss: [11.0706276  14.34068519 27.75818608], cur_train_grp_loss: [0.09485685 0.12300985 0.23746097], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8682, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8756, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:32,002 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  116, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0030, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6509, 0.3470, 0.6802, param: [4.14960205 9.47003216 4.98755042 8.89083621], weights: [0.28831972 0.30797979 0.40370049], train_wt_loss:  40.3008, val_wt_loss: 36.7810, train_grp_loss: [11.76247125 15.86806222 11.16068522], val_grp_loss: [10.63941848 14.87547798 11.28179245], train_hist_grp_loss: [11.16548536 14.46369422 27.99564727], cur_train_grp_loss: [0.09485775 0.12300903 0.23746119], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8681, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8755, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:33,041 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  117, train_loss:  13.4336, val_loss:  12.2603, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6509, 0.3470, 0.6802, param: [4.14953546 9.46968428 4.98778362 8.891263  ], weights: [0.28793778 0.30774502 0.4043172 ], train_wt_loss:  40.3008, val_wt_loss: 36.7810, train_grp_loss: [11.76257882 15.86796148 11.16069352], val_grp_loss: [10.6394704  14.87538679 11.2818511 ], train_hist_grp_loss: [11.260344   14.58670245 28.23310866], cur_train_grp_loss: [0.09485864 0.12300823 0.23746139], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8680, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8754, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:34,095 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  118, train_loss:  13.4336, val_loss:  12.2604, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6509, 0.3470, 0.6802, param: [4.14946789 9.46933845 4.98801603 8.89169207], weights: [0.28755589 0.30750992 0.40493419], train_wt_loss:  40.3008, val_wt_loss: 36.7811, train_grp_loss: [11.76268419 15.86786321 11.16070088], val_grp_loss: [10.63952039 14.87529933 11.281909  ], train_hist_grp_loss: [11.3552035  14.70970991 28.47057022], cur_train_grp_loss: [0.09485951 0.12300745 0.23746156], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8679, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8753, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:35,147 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  119, train_loss:  13.4336, val_loss:  12.2604, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6509, 0.3470, 0.6802, param: [4.14939935 9.46899468 4.98824767 8.89212343], weights: [0.28717403 0.3072745  0.40555147], train_wt_loss:  40.3008, val_wt_loss: 36.7811, train_grp_loss: [11.76278735 15.86776744 11.16070728], val_grp_loss: [10.63956844 14.87521561 11.28196616], train_hist_grp_loss: [11.45006386 14.8327166  28.70803194], cur_train_grp_loss: [0.09486036 0.12300669 0.23746172], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6802, max_kl_dist_index: 2, max_train_grp_loss:  15.8678, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8752, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:36,183 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  120, train_loss:  13.4336, val_loss:  12.2604, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6509, 0.3471, 0.6803, param: [4.14932984 9.46865296 4.98847854 8.89255709], weights: [0.28679223 0.30703875 0.40616902], train_wt_loss:  40.3008, val_wt_loss: 36.7811, train_grp_loss: [11.7628883  15.86767414 11.16071274], val_grp_loss: [10.63961456 14.87513562 11.28202259], train_hist_grp_loss: [11.54492505 14.95572255 28.9454938 ], cur_train_grp_loss: [0.09486119 0.12300595 0.23746186], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8677, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8751, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:37,198 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  121, train_loss:  13.4336, val_loss:  12.2604, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6509, 0.3471, 0.6803, param: [4.14925936 9.4683133  4.98870862 8.89299303], weights: [0.28641047 0.30680268 0.40678686], train_wt_loss:  40.3008, val_wt_loss: 36.7811, train_grp_loss: [11.76298705 15.86758334 11.16071724], val_grp_loss: [10.63965874 14.87505936 11.28207828], train_hist_grp_loss: [11.63978705 15.07872777 29.18295577], cur_train_grp_loss: [0.094862   0.12300523 0.23746197], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8676, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8751, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:38,257 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  122, train_loss:  13.4336, val_loss:  12.2604, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6509, 0.3471, 0.6803, param: [4.1491879  9.46797569 4.98893792 8.89343127], weights: [0.28602875 0.30656628 0.40740497], train_wt_loss:  40.3008, val_wt_loss: 36.7812, train_grp_loss: [11.76308359 15.86749502 11.16072078], val_grp_loss: [10.63970098 14.87498685 11.28213323], train_hist_grp_loss: [11.73464985 15.2017323  29.42041784], cur_train_grp_loss: [0.0948628  0.12300452 0.23746207], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8675, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8750, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:39,349 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  123, train_loss:  13.4336, val_loss:  12.2604, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6510, 0.3471, 0.6803, param: [4.14911546 9.46764014 4.98916644 8.8938718 ], weights: [0.28564708 0.30632956 0.40802335], train_wt_loss:  40.3008, val_wt_loss: 36.7812, train_grp_loss: [11.76317792 15.86740918 11.16072338], val_grp_loss: [10.63974129 14.87491807 11.28218743], train_hist_grp_loss: [11.82951343 15.32473613 29.65787998], cur_train_grp_loss: [0.09486358 0.12300384 0.23746214], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8674, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8749, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:40,398 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  124, train_loss:  13.4336, val_loss:  12.2604, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6510, 0.3471, 0.6803, param: [4.14904205 9.46730664 4.98939418 8.89431462], weights: [0.28526546 0.30609253 0.40864201], train_wt_loss:  40.3008, val_wt_loss: 36.7812, train_grp_loss: [11.76327004 15.86732584 11.16072502], val_grp_loss: [10.63977965 14.87485303 11.2822409 ], train_hist_grp_loss: [11.92437776 15.44773931 29.89534218], cur_train_grp_loss: [0.09486434 0.12300317 0.2374622 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8673, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8749, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:43:41,434 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  125, train_loss:  13.4336, val_loss:  12.2604, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6510, 0.3471, 0.6803, param: [4.14896767 9.46697519 4.98962114 8.89475974], weights: [0.28488389 0.30585517 0.40926094], train_wt_loss:  40.3009, val_wt_loss: 36.7812, train_grp_loss: [11.76335995 15.86724498 11.16072571], val_grp_loss: [10.63981608 14.87479173 11.28229363], train_hist_grp_loss: [12.01924285 15.57074183 30.13280442], cur_train_grp_loss: [0.09486508 0.12300253 0.23746223], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8672, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8748, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2375, max_cur_train_grp_loss_index: 2, 
