2024-10-07 17:19:12,513 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.1,0.1,1,2023
2024-10-07 17:19:12,515 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 17:19:12,516 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:19:12,605 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 17:19:12,606 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:19:12,606 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 17:19:12,814 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 17:19:13,044 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:19:14,350 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6263, val_loss:  12.2213, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0092, 0.0189, 0.0010, KL_dist: 0.6793, 0.3255, 0.6811, param: [ 4.86984388  6.96415822  5.68975979 10.30138106], weights: [0.30678156 0.31019421 0.38302423], train_wt_loss:  37.8789, val_wt_loss: 36.6638, train_grp_loss: [11.42332967 13.78302986 12.99372611], val_grp_loss: [12.57498377 12.87149034 11.21534873], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6811, max_kl_dist_index: 2, max_train_grp_loss:  13.7830, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8715, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:59,740 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  45, train_loss:  13.9226, val_loss:  13.9941, grad_norm: 0.5466, live_grad: 0.0000, reward_err: 0.0077, 0.0736, 0.0116, KL_dist: 0.9522, 0.6506, 1.0492, param: [ 2.7251199   5.09955041  5.48660441 16.6290531 ], weights: [4.39696978e-04 4.98348218e-03 9.94576821e-01], train_wt_loss:  41.7679, val_wt_loss: 41.9822, train_grp_loss: [ 9.99338197 18.84504331 12.45278969], val_grp_loss: [11.22181297 19.38230699 11.36188961], train_hist_grp_loss: [ 3.80347757  6.23127593 11.52746439], cur_train_grp_loss: [0.07689781 0.15791797 0.24418492], max_reward_err:  0.0736, max_reward_err_index: 1, max_kl_dist:  1.0492, max_kl_dist_index: 2, max_train_grp_loss:  18.8450, max_train_grp_loss_index: 1, max_val_grp_loss:  19.3823, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2442, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:00,756 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  46, train_loss:  13.9406, val_loss:  14.0158, grad_norm: 0.5512, live_grad: 0.0000, reward_err: 0.0077, 0.0742, 0.0116, KL_dist: 0.9546, 0.6544, 1.0523, param: [ 2.7116197   5.08424743  5.48186476 16.67359538], weights: [3.72137451e-04 4.57586565e-03 9.95051997e-01], train_wt_loss:  41.8219, val_wt_loss: 42.0473, train_grp_loss: [ 9.99041539 18.89389733 12.45224513], val_grp_loss: [11.21801796 19.44300305 11.36996257], train_hist_grp_loss: [ 3.88034974  6.38963763 11.77163673], cur_train_grp_loss: [0.07687217 0.15836171 0.24417235], max_reward_err:  0.0742, max_reward_err_index: 1, max_kl_dist:  1.0523, max_kl_dist_index: 2, max_train_grp_loss:  18.8939, max_train_grp_loss_index: 1, max_val_grp_loss:  19.4430, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2442, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:01,757 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  47, train_loss:  13.9573, val_loss:  14.0359, grad_norm: 0.5554, live_grad: 0.0000, reward_err: 0.0077, 0.0747, 0.0120, KL_dist: 0.9568, 0.6579, 1.0551, param: [ 2.69919537  5.07012544  5.47747903 16.71464804], weights: [3.14940237e-04 4.20316752e-03 9.95481892e-01], train_wt_loss:  41.8720, val_wt_loss: 42.1076, train_grp_loss: [ 9.98777117 18.93907905 12.45178253], val_grp_loss: [11.21459656 19.49911632 11.37748387], train_hist_grp_loss: [ 3.95719909  6.54840988 12.0157984 ], cur_train_grp_loss: [0.07684935 0.15877225 0.24416167], max_reward_err:  0.0747, max_reward_err_index: 1, max_kl_dist:  1.0551, max_kl_dist_index: 2, max_train_grp_loss:  18.9391, max_train_grp_loss_index: 1, max_val_grp_loss:  19.4991, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2442, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:02,761 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  48, train_loss:  13.9728, val_loss:  14.0545, grad_norm: 0.5593, live_grad: 0.0000, reward_err: 0.0077, 0.0752, 0.0120, KL_dist: 0.9588, 0.6612, 1.0577, param: [ 2.68776047  5.05709553  5.47342217 16.75248287], weights: [2.66520301e-04 3.86216863e-03 9.95871311e-01], train_wt_loss:  41.9185, val_wt_loss: 42.1635, train_grp_loss: [ 9.98541036 18.98085116 12.45138955], val_grp_loss: [11.21150799 19.55097773 11.38448405], train_hist_grp_loss: [ 4.0340281   6.70756181 12.259951  ], cur_train_grp_loss: [0.07682901 0.15915192 0.2441526 ], max_reward_err:  0.0752, max_reward_err_index: 1, max_kl_dist:  1.0577, max_kl_dist_index: 2, max_train_grp_loss:  18.9809, max_train_grp_loss_index: 1, max_val_grp_loss:  19.5510, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2442, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:03,755 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  49, train_loss:  13.9872, val_loss:  14.0717, grad_norm: 0.5629, live_grad: 0.0000, reward_err: 0.0078, 0.0764, 0.0124, KL_dist: 0.9607, 0.6643, 1.0600, param: [ 2.67723537  5.04507485  5.46967063 16.78735143], weights: [2.25534006e-04 3.54997827e-03 9.96224488e-01], train_wt_loss:  41.9615, val_wt_loss: 42.2152, train_grp_loss: [ 9.98329916 19.0194604  12.4510557 ], val_grp_loss: [11.20871634 19.59889763 11.3909934 ], train_hist_grp_loss: [ 4.11083895  6.86706476 12.50409589], cur_train_grp_loss: [0.07681085 0.15950295 0.24414489], max_reward_err:  0.0764, max_reward_err_index: 1, max_kl_dist:  1.0600, max_kl_dist_index: 2, max_train_grp_loss:  19.0195, max_train_grp_loss_index: 1, max_val_grp_loss:  19.5989, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:04,759 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  50, train_loss:  14.0004, val_loss:  14.0877, grad_norm: 0.5662, live_grad: 0.0000, reward_err: 0.0078, 0.0767, 0.0124, KL_dist: 0.9624, 0.6671, 1.0622, param: [ 2.66754682  5.03398635  5.46620233 16.81948627], weights: [1.90842609e-04 3.26399652e-03 9.96545161e-01], train_wt_loss:  42.0013, val_wt_loss: 42.2631, train_grp_loss: [ 9.98140813 19.05513792 12.45077207], val_grp_loss: [11.20619    19.64316629 11.39704154], train_hist_grp_loss: [ 4.18763356  7.02689215 12.74823424], cur_train_grp_loss: [0.07679461 0.1598274  0.24413835], max_reward_err:  0.0767, max_reward_err_index: 1, max_kl_dist:  1.0622, max_kl_dist_index: 2, max_train_grp_loss:  19.0551, max_train_grp_loss_index: 1, max_val_grp_loss:  19.6432, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:05,750 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  14.0127, val_loss:  14.1025, grad_norm: 0.5692, live_grad: 0.0000, reward_err: 0.0078, 0.0771, 0.0124, KL_dist: 0.9640, 0.6697, 1.0643, param: [ 2.65862743  5.02375848  5.4629966  16.84910215], weights: [1.61481207e-04 3.00188144e-03 9.96836637e-01], train_wt_loss:  42.0382, val_wt_loss: 42.3074, train_grp_loss: [ 9.97971166 19.08809972 12.45053109], val_grp_loss: [11.20390106 19.68405465 11.40265722], train_hist_grp_loss: [ 4.26441362  7.18701936 12.99236703], cur_train_grp_loss: [0.07678006 0.16012721 0.24413279], max_reward_err:  0.0771, max_reward_err_index: 1, max_kl_dist:  1.0643, max_kl_dist_index: 2, max_train_grp_loss:  19.0881, max_train_grp_loss_index: 1, max_val_grp_loss:  19.6841, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:06,743 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  14.0241, val_loss:  14.1161, grad_norm: 0.5720, live_grad: 0.0000, reward_err: 0.0078, 0.0776, 0.0124, KL_dist: 0.9654, 0.6721, 1.0662, param: [ 2.65041528  5.01432493  5.46003416 16.87639724], weights: [1.36632350e-04 2.76152039e-03 9.97101847e-01], train_wt_loss:  42.0724, val_wt_loss: 42.3483, train_grp_loss: [ 9.97818741 19.1185473  12.45032633], val_grp_loss: [11.2018249  19.72181513 11.40786813], train_hist_grp_loss: [ 4.34118063  7.34742356 13.23649509], cur_train_grp_loss: [0.07676701 0.1604042  0.24412806], max_reward_err:  0.0776, max_reward_err_index: 1, max_kl_dist:  1.0662, max_kl_dist_index: 2, max_train_grp_loss:  19.1185, max_train_grp_loss_index: 1, max_val_grp_loss:  19.7218, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:07,728 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  14.0347, val_loss:  14.1287, grad_norm: 0.5746, live_grad: 0.0000, reward_err: 0.0078, 0.0776, 0.0124, KL_dist: 0.9668, 0.6743, 1.0679, param: [ 2.64285346  5.00562431  5.45729703 16.90155427], weights: [1.15603612e-04 2.54100489e-03 9.97343392e-01], train_wt_loss:  42.1040, val_wt_loss: 42.3862, train_grp_loss: [ 9.97681586 19.14666832 12.45015233], val_grp_loss: [11.1999397  19.75668256 11.4127008 ], train_hist_grp_loss: [ 4.41793592  7.50808363 13.48061913], cur_train_grp_loss: [0.07675529 0.16066006 0.24412405], max_reward_err:  0.0776, max_reward_err_index: 1, max_kl_dist:  1.0679, max_kl_dist_index: 2, max_train_grp_loss:  19.1467, max_train_grp_loss_index: 1, max_val_grp_loss:  19.7567, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:08,724 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  14.0444, val_loss:  14.1404, grad_norm: 0.5770, live_grad: 0.0000, reward_err: 0.0078, 0.0776, 0.0124, KL_dist: 0.9680, 0.6764, 1.0695, param: [ 2.63588972  4.99759985  5.45476844 16.92474168], weights: [9.78085559e-05 2.33860856e-03 9.97563583e-01], train_wt_loss:  42.1332, val_wt_loss: 42.4212, train_grp_loss: [ 9.97557994 19.17263728 12.45000445], val_grp_loss: [11.19822614 19.78887512 11.41718049], train_hist_grp_loss: [ 4.49468066  7.66898    13.72473977], cur_train_grp_loss: [0.07674474 0.16089637 0.24412063], max_reward_err:  0.0776, max_reward_err_index: 1, max_kl_dist:  1.0695, max_kl_dist_index: 2, max_train_grp_loss:  19.1726, max_train_grp_loss_index: 1, max_val_grp_loss:  19.7889, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:09,712 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  14.0534, val_loss:  14.1512, grad_norm: 0.5792, live_grad: 0.0000, reward_err: 0.0078, 0.0776, 0.0124, KL_dist: 0.9692, 0.6783, 1.0710, param: [ 2.62947604  4.99019904  5.45243284 16.94611465], weights: [8.27505716e-05 2.15276778e-03 9.97764482e-01], train_wt_loss:  42.1602, val_wt_loss: 42.4536, train_grp_loss: [ 9.97446471 19.1966163  12.44987877], val_grp_loss: [11.1966671  19.8185953  11.42133118], train_hist_grp_loss: [ 4.57141589  7.8300946  13.9688575 ], cur_train_grp_loss: [0.07673523 0.1611146  0.24411773], max_reward_err:  0.0776, max_reward_err_index: 1, max_kl_dist:  1.0710, max_kl_dist_index: 2, max_train_grp_loss:  19.1966, max_train_grp_loss_index: 1, max_val_grp_loss:  19.8186, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:10,694 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  14.0617, val_loss:  14.1612, grad_norm: 0.5812, live_grad: 0.0000, reward_err: 0.0078, 0.0776, 0.0124, KL_dist: 0.9702, 0.6800, 1.0723, param: [ 2.62356833  4.98337342  5.45027574 16.96581612], weights: [7.00091636e-05 1.98206459e-03 9.97947926e-01], train_wt_loss:  42.1852, val_wt_loss: 42.4835, train_grp_loss: [ 9.97345705 19.21875584 12.44977194], val_grp_loss: [11.19524731 19.84603087 11.42517554], train_hist_grp_loss: [ 4.64814254  7.9914107  14.21297277], cur_train_grp_loss: [0.07672665 0.1613161  0.24411527], max_reward_err:  0.0776, max_reward_err_index: 1, max_kl_dist:  1.0723, max_kl_dist_index: 2, max_train_grp_loss:  19.2188, max_train_grp_loss_index: 1, max_val_grp_loss:  19.8460, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:11,679 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  14.0694, val_loss:  14.1704, grad_norm: 0.5830, live_grad: 0.0000, reward_err: 0.0078, 0.0776, 0.0124, KL_dist: 0.9712, 0.6816, 1.0736, param: [ 2.61812611  4.97707823  5.44828371 16.98397775], weights: [5.92283215e-05 1.82521167e-03 9.98115560e-01], train_wt_loss:  42.2083, val_wt_loss: 42.5112, train_grp_loss: [ 9.97254543 19.2391954  12.44968113], val_grp_loss: [11.19395323 19.87135579 11.42873494], train_hist_grp_loss: [ 4.72486144  8.15291285 14.45708595], cur_train_grp_loss: [0.0767189  0.16150215 0.24411318], max_reward_err:  0.0776, max_reward_err_index: 1, max_kl_dist:  1.0736, max_kl_dist_index: 2, max_train_grp_loss:  19.2392, max_train_grp_loss_index: 1, max_val_grp_loss:  19.8714, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:12,687 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  14.0765, val_loss:  14.1789, grad_norm: 0.5847, live_grad: 0.0000, reward_err: 0.0078, 0.0785, 0.0124, KL_dist: 0.9721, 0.6831, 1.0747, param: [ 2.61311217  4.97127218  5.4464443  17.00072074], weights: [5.01066582e-05 1.68103900e-03 9.98268854e-01], train_wt_loss:  42.2296, val_wt_loss: 42.5367, train_grp_loss: [ 9.9717197  19.25806422 12.44960392], val_grp_loss: [11.19277274 19.89473118 11.43202948], train_hist_grp_loss: [ 4.80157333  8.31458676 14.70119734], cur_train_grp_loss: [0.07671189 0.16167391 0.24411139], max_reward_err:  0.0785, max_reward_err_index: 1, max_kl_dist:  1.0747, max_kl_dist_index: 2, max_train_grp_loss:  19.2581, max_train_grp_loss_index: 1, max_val_grp_loss:  19.8947, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:13,670 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  14.0831, val_loss:  14.1868, grad_norm: 0.5863, live_grad: 0.0000, reward_err: 0.0078, 0.0788, 0.0124, KL_dist: 0.9729, 0.6845, 1.0758, param: [ 2.60849235  4.96591718  5.44474594 17.0161567 ], weights: [4.23890494e-05 1.54848209e-03 9.98409129e-01], train_wt_loss:  42.2494, val_wt_loss: 42.5603, train_grp_loss: [ 9.97097089 19.27548203 12.44953827], val_grp_loss: [11.19169504 19.9163061  11.43507802], train_hist_grp_loss: [ 4.87827886  8.47641923 14.94530722], cur_train_grp_loss: [0.07670554 0.16183247 0.24410988], max_reward_err:  0.0788, max_reward_err_index: 1, max_kl_dist:  1.0758, max_kl_dist_index: 2, max_train_grp_loss:  19.2755, max_train_grp_loss_index: 1, max_val_grp_loss:  19.9163, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:14,657 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  14.0892, val_loss:  14.1940, grad_norm: 0.5878, live_grad: 0.0000, reward_err: 0.0078, 0.0788, 0.0124, KL_dist: 0.9737, 0.6858, 1.0768, param: [ 2.60423528  4.96097808  5.44317793 17.0303884 ], weights: [3.58595485e-05 1.42657153e-03 9.98537569e-01], train_wt_loss:  42.2676, val_wt_loss: 42.5821, train_grp_loss: [ 9.9702911  19.2915596  12.44948245], val_grp_loss: [11.19071046 19.93621847 11.43789822], train_hist_grp_loss: [ 4.95497864  8.63839807 15.18941582], cur_train_grp_loss: [0.07669978 0.16197884 0.24410859], max_reward_err:  0.0788, max_reward_err_index: 1, max_kl_dist:  1.0768, max_kl_dist_index: 2, max_train_grp_loss:  19.2916, max_train_grp_loss_index: 1, max_val_grp_loss:  19.9362, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:15,636 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  14.0948, val_loss:  14.2007, grad_norm: 0.5891, live_grad: 0.0000, reward_err: 0.0078, 0.0788, 0.0124, KL_dist: 0.9744, 0.6870, 1.0777, param: [ 2.60031209  4.95642249  5.44173036 17.04351045], weights: [3.03353823e-05 1.31442370e-03 9.98655241e-01], train_wt_loss:  42.2844, val_wt_loss: 42.6022, train_grp_loss: [ 9.96967332 19.30639943 12.44943498], val_grp_loss: [11.18981033 19.9545958  11.44050659], train_hist_grp_loss: [ 5.03167319  8.80051202 15.43352332], cur_train_grp_loss: [0.07669455 0.16211395 0.2441075 ], max_reward_err:  0.0788, max_reward_err_index: 1, max_kl_dist:  1.0777, max_kl_dist_index: 2, max_train_grp_loss:  19.3064, max_train_grp_loss_index: 1, max_val_grp_loss:  19.9546, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:16,629 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  14.1000, val_loss:  14.2069, grad_norm: 0.5904, live_grad: 0.0000, reward_err: 0.0078, 0.0795, 0.0124, KL_dist: 0.9751, 0.6881, 1.0785, param: [ 2.59669631  4.95222053  5.44039405 17.05560996], weights: [2.56618639e-05 1.21123246e-03 9.98763106e-01], train_wt_loss:  42.3000, val_wt_loss: 42.6208, train_grp_loss: [ 9.96911133 19.32009632 12.44939461], val_grp_loss: [11.18898689 19.97155598 11.44291856], train_hist_grp_loss: [ 5.10836298  8.96275067 15.67762988], cur_train_grp_loss: [0.07668979 0.16223865 0.24410657], max_reward_err:  0.0795, max_reward_err_index: 1, max_kl_dist:  1.0785, max_kl_dist_index: 2, max_train_grp_loss:  19.3201, max_train_grp_loss_index: 1, max_val_grp_loss:  19.9716, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:17,615 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  14.1048, val_loss:  14.2126, grad_norm: 0.5915, live_grad: 0.0000, reward_err: 0.0078, 0.0795, 0.0124, KL_dist: 0.9757, 0.6891, 1.0793, param: [ 2.59336356  4.94834466  5.43916051 17.06676713], weights: [2.17080841e-05 1.11626180e-03 9.98862030e-01], train_wt_loss:  42.3143, val_wt_loss: 42.6379, train_grp_loss: [ 9.96859963 19.33273789 12.44936028], val_grp_loss: [11.18823314 19.98720791 11.44514851], train_hist_grp_loss: [ 5.18504845  9.12510442 15.92173566], cur_train_grp_loss: [0.07668547 0.16235375 0.24410578], max_reward_err:  0.0795, max_reward_err_index: 1, max_kl_dist:  1.0793, max_kl_dist_index: 2, max_train_grp_loss:  19.3327, max_train_grp_loss_index: 1, max_val_grp_loss:  19.9872, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:18,628 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  14.1092, val_loss:  14.2179, grad_norm: 0.5926, live_grad: 0.0000, reward_err: 0.0078, 0.0795, 0.0124, KL_dist: 0.9762, 0.6900, 1.0800, param: [ 2.59029144  4.94476948  5.4380219  17.07705582], weights: [1.83632619e-05 1.02883919e-03 9.98952798e-01], train_wt_loss:  42.3276, val_wt_loss: 42.6538, train_grp_loss: [ 9.96813329 19.34440515 12.44933107], val_grp_loss: [11.1875428  20.00165225 11.44720983], train_hist_grp_loss: [ 5.26172999  9.2875644  16.16584076], cur_train_grp_loss: [0.07668154 0.16245998 0.2441051 ], max_reward_err:  0.0795, max_reward_err_index: 1, max_kl_dist:  1.0800, max_kl_dist_index: 2, max_train_grp_loss:  19.3444, max_train_grp_loss_index: 1, max_val_grp_loss:  20.0017, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:19,642 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  14.1133, val_loss:  14.2228, grad_norm: 0.5935, live_grad: 0.0000, reward_err: 0.0078, 0.0795, 0.0124, KL_dist: 0.9768, 0.6909, 1.0807, param: [ 2.58745938  4.9414716   5.43697093 17.08654404], weights: [1.55336533e-05 9.48349728e-04 9.99036117e-01], train_wt_loss:  42.3398, val_wt_loss: 42.6684, train_grp_loss: [ 9.96770795 19.35517293 12.44930623], val_grp_loss: [11.18691019 20.01498195 11.44911499], train_hist_grp_loss: [ 5.33840794  9.45012243 16.40994529], cur_train_grp_loss: [0.07667795 0.16255803 0.24410453], max_reward_err:  0.0795, max_reward_err_index: 1, max_kl_dist:  1.0807, max_kl_dist_index: 2, max_train_grp_loss:  19.3552, max_train_grp_loss_index: 1, max_val_grp_loss:  20.0150, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:20,630 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  14.1170, val_loss:  14.2273, grad_norm: 0.5944, live_grad: 0.0000, reward_err: 0.0078, 0.0795, 0.0124, KL_dist: 0.9772, 0.6917, 1.0813, param: [ 2.58484843  4.93842943  5.4360009  17.09529444], weights: [1.31399350e-05 8.74230785e-04 9.99112629e-01], train_wt_loss:  42.3511, val_wt_loss: 42.6819, train_grp_loss: [ 9.96731969 19.3651104  12.44928509], val_grp_loss: [11.1863302  20.02728286 11.45087558], train_hist_grp_loss: [ 5.41508261  9.61277094 16.65404934], cur_train_grp_loss: [0.07667468 0.16264851 0.24410404], max_reward_err:  0.0795, max_reward_err_index: 1, max_kl_dist:  1.0813, max_kl_dist_index: 2, max_train_grp_loss:  19.3651, max_train_grp_loss_index: 1, max_val_grp_loss:  20.0273, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:20:21,639 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  14.1205, val_loss:  14.2315, grad_norm: 0.5952, live_grad: 0.0000, reward_err: 0.0078, 0.0795, 0.0124, KL_dist: 0.9777, 0.6924, 1.0818, param: [ 2.58244117  4.93562308  5.43510561 17.1033647 ], weights: [1.11149881e-05 8.05967272e-04 9.99182918e-01], train_wt_loss:  42.3616, val_wt_loss: 42.6944, train_grp_loss: [ 9.96696502 19.37428141 12.44926711], val_grp_loss: [11.18579821 20.03863426 11.45250236], train_hist_grp_loss: [ 5.4917543   9.77550296 16.89815297], cur_train_grp_loss: [0.07667169 0.16273202 0.24410363], max_reward_err:  0.0795, max_reward_err_index: 1, max_kl_dist:  1.0818, max_kl_dist_index: 2, max_train_grp_loss:  19.3743, max_train_grp_loss_index: 1, max_val_grp_loss:  20.0386, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2441, max_cur_train_grp_loss_index: 2, 
